lambda_value, threshold, percent_correct, ARI, duration, iterations
9.999999999999999e-06,555.555555556,0.2,0.047619006802715254,937.70166,16.0
9.999999999999999e-06,1111.11111111,0.7,0.6721309492070625,253.77217,0
9.999999999999999e-06,1666.66666667,0.9999189,0.9999098752232335,254.40290000000002,0
9.999999999999999e-06,2222.22222222,0.9897415,0.9883891219419372,253.48394,0
9.999999999999999e-06,2777.77777778,0.928055,0.9102626398581883,253.95326,0
9.999999999999999e-06,3333.33333333,0.7997015,0.7212240017671366,254.17802999999998,0
9.999999999999999e-06,3888.88888889,0.6495238,0.5160436597713041,254.4903,0
9.999999999999999e-06,1234.56790123,1.0,1.0,254.48517,0
9.999999999999999e-06,1358.02469136,1.0,1.0,255.04383,0
9.999999999999999e-06,1481.48148148,0.9999984,0.9999982222218716,256.6937,0
9.999999999999999e-06,1604.9382716,0.9999721,0.999968998340393,253.97155999999998,0
9.999999999999999e-06,1728.39506173,0.9998095,0.9997882594927652,255.50057,0
9.999999999999999e-06,1851.85185185,0.9992063,0.9991167939709458,255.42971,0
9.999999999999999e-06,1975.30864198,0.9977163,0.9974516581190461,253.58310999999998,0
9.999999999999999e-06,2098.7654321,0.9947535,0.9941142535655462,253.74064,0
1e-06,555.555555556,0.2,0.047619006802715254,517.19881,41.0
1e-06,1111.11111111,0.4,0.4444442222221111,255.14461,0
1e-06,1666.66666667,0.9,0.8979591012077551,254.91598,0
1e-06,2222.22222222,1.0,1.0,253.14013,0
1e-06,2777.77777778,1.0,1.0,254.50538,0
1e-06,3333.33333333,1.0,1.0,253.14015999999998,0
1e-06,3888.88888889,1.0,1.0,253.75094,0
1e-06,4444.44444444,1.0,1.0,253.65986999999998,0
1e-06,5000.0,0.9999999,0.9999998888888901,254.20267,0
1e-06,1790.12345679,0.9,0.8979591012077551,253.9305,0
1e-06,1913.58024691,0.9,0.8979591012077551,253.25331,0
1e-06,2037.03703704,0.9,0.8979591012077551,255.12203000000002,0
1e-06,2160.49382716,0.9,0.8979591012077551,256.423,0
1e-06,2283.95061728,1.0,1.0,253.1423,0
1e-06,2407.40740741,1.0,1.0,256.3677,0
1e-06,2530.86419753,1.0,1.0,256.5534,0
1e-06,2654.32098765,1.0,1.0,254.27335,0
1e-07,555.555555556,0.2,0.047619006802715254,858.45813,121.0
1e-07,1111.11111111,0.5,0.520547720585348,254.8726,0
1e-07,1666.66666667,0.9,0.8979591012077551,255.09463,0
1e-07,2222.22222222,0.9,0.8979591012077551,254.09251999999998,0
1e-07,2777.77777778,0.9,0.8979591012077551,253.56161,0
1e-07,3333.33333333,0.9,0.8979591012077551,255.7293,0
1e-07,3888.88888889,1.0,1.0,253.49143999999998,0
1e-07,4444.44444444,1.0,1.0,253.70761,0
1e-07,5000.0,1.0,1.0,255.82110999999998,0
1e-07,3456.79012346,0.9,0.8979591012077551,254.18071,0
1e-07,3580.24691358,1.0,1.0,255.50964,0
1e-07,3703.7037037,1.0,1.0,254.07889,0
1e-07,3827.16049383,1.0,1.0,253.94195000000002,0
1e-07,3950.61728395,1.0,1.0,254.80282,0
1e-07,4074.07407407,1.0,1.0,255.00007000000002,0
1e-07,4197.5308642,1.0,1.0,255.29327999999998,0
1e-07,4320.98765432,1.0,1.0,254.1179,0
3.1622776601683795e-05,555.555555556,0.7,0.6721309492070625,382.90923000000004,9.0
3.1622776601683795e-05,1111.11111111,0.961133,0.9532805244904533,254.05237,0
3.1622776601683795e-05,1666.66666667,0.6296383,0.47715792498048054,254.78611999999998,0
3.1622776601683795e-05,679.012345679,0.7999897,0.7368309936001765,254.33105999999998,0
3.1622776601683795e-05,802.469135802,0.9993558,0.9992834305622141,253.83137,0
