lambda_value, threshold, percent_correct, ARI, duration, iterations
9.999999999999999e-06,555.555555556,0.668503,0.13075699529908433,107.759543,14.0
9.999999999999999e-06,123.456790123,0.547586,0.14360645418543233,25.358675,0
9.999999999999999e-06,246.913580247,0.790259,0.6393066765301418,25.346025,0
9.999999999999999e-06,370.37037037,0.816899,0.4053005271677346,25.281333,0
9.999999999999999e-06,493.827160494,0.712719,0.18116952404913428,25.205339,0
1e-06,555.555555556,0.900788,0.8911369797643305,194.06940400000002,36.0
1e-06,1111.11111111,0.895863,0.6935182008634105,25.363106000000002,0
1e-06,1666.66666667,0.830458,0.38998744306951133,25.160024,0
1e-06,2222.22222222,0.716254,0.1712551845417674,25.295858,0
1e-06,123.456790123,0.27,0.031623629144692356,25.195366,0
1e-06,246.913580247,0.609843,0.4180707800694052,25.20458,0
1e-06,370.37037037,0.774915,0.7012429611916794,25.214562,0
1e-06,493.827160494,0.860354,0.8460159388612275,25.237980999999998,0
1e-06,617.283950617,0.911139,0.8834551078661232,25.247445000000003,0
1e-06,740.740740741,0.903641,0.8354831726699627,25.343448000000002,0
1e-06,864.197530864,0.889304,0.7809825966941142,25.262241,0
1e-06,987.654320988,0.8973,0.7415362804025939,25.17091,0
1e-07,555.555555556,0.839969,0.8243407198189446,459.996628,99.0
1e-07,1111.11111111,0.941977,0.9447958336021505,25.407624000000002,0
1e-07,1666.66666667,0.947658,0.9274763145452112,25.355943,0
1e-07,2222.22222222,0.932083,0.8499224117279042,25.286014,0
1e-07,2777.77777778,0.911184,0.7630416384095766,25.415675,0
1e-07,3333.33333333,0.904171,0.6906818075990334,25.267841,0
1e-07,3888.88888889,0.885624,0.6021051681334081,25.277647,0
1e-07,4444.44444444,0.862157,0.4990369063318798,25.226632,0
1e-07,5000.0,0.832017,0.39115148117524656,25.308322,0
1e-07,679.012345679,0.889687,0.8833447418291961,25.291194,0
1e-07,802.469135802,0.918753,0.923967496799179,25.263569999999998,0
1e-07,925.925925926,0.916892,0.9224166823260812,25.341787,0
1e-07,1049.38271605,0.943881,0.9466093040414854,25.224026,0
1e-07,1172.83950617,0.939893,0.9425561369642085,25.310389,0
1e-07,1296.2962963,0.935052,0.9363132133467424,25.240907,0
1e-07,1419.75308642,0.949621,0.945614147152158,25.329179,0
1e-07,1543.20987654,0.953766,0.9426866454164688,25.367644,0
3.16227766016838e-07,555.555555556,0.847986,0.8366546620890147,314.499462,64.0
3.16227766016838e-07,1111.11111111,0.931253,0.9007121054172296,25.242663999999998,0
3.16227766016838e-07,1666.66666667,0.913566,0.7744787104006765,25.314457,0
3.16227766016838e-07,2222.22222222,0.894564,0.6447529354591882,25.230553999999998,0
3.16227766016838e-07,2777.77777778,0.856082,0.4766878350941227,25.229656,0
3.16227766016838e-07,3333.33333333,0.801853,0.3104528277117323,25.347344,0
3.16227766016838e-07,3888.88888889,0.73862,0.1968830931817536,25.165397000000002,0
3.16227766016838e-07,679.012345679,0.923404,0.9279165236286887,25.255164999999998,0
3.16227766016838e-07,802.469135802,0.91594,0.9192306619846767,25.266962,0
3.16227766016838e-07,925.925925926,0.916564,0.9123468724891655,25.311331,0
3.16227766016838e-07,1049.38271605,0.916278,0.8976686238974714,25.311730999999998,0
3.16227766016838e-07,1172.83950617,0.926315,0.8856897573646803,25.160852,0
3.16227766016838e-07,1296.2962963,0.926876,0.861569568550554,25.276196000000002,0
3.16227766016838e-07,1419.75308642,0.92853,0.8370793408843883,25.256495,0
3.16227766016838e-07,1543.20987654,0.920691,0.8050315532703277,25.206956,0
3.16227766016838e-08,555.555555556,0.86,0.8313520552976926,721.822405,160.0
3.16227766016838e-08,1111.11111111,0.938758,0.9416495789797493,25.32742,0
3.16227766016838e-08,1666.66666667,0.949637,0.9517154251439761,25.180356,0
3.16227766016838e-08,2222.22222222,0.953144,0.9413554031655886,25.314181,0
3.16227766016838e-08,2777.77777778,0.944781,0.8962868184992473,25.204045,0
3.16227766016838e-08,3333.33333333,0.928176,0.8335470344884921,25.163753,0
3.16227766016838e-08,3888.88888889,0.913685,0.7731562924612132,25.343294,0
3.16227766016838e-08,4444.44444444,0.911574,0.7252974740231328,25.206728,0
3.16227766016838e-08,5000.0,0.900062,0.670813011327641,25.332955000000002,0
3.16227766016838e-08,1234.56790123,0.937611,0.940704800701012,25.279787,0
3.16227766016838e-08,1358.02469136,0.935921,0.9393702964665931,25.35011,0
3.16227766016838e-08,1481.48148148,0.953737,0.9558914693131253,25.207054,0
3.16227766016838e-08,1604.9382716,0.951102,0.953341981099972,25.379865,0
