SUBSPACEAUTOTUNETMP_ENABLE_PARTIAL_RESULT_REUSAGE,SUBSPACEAUTOTUNETMP_ENABLE_SUBSPACE_SKIPPING,SUBSPACEAUTOTUNETMP_LIST_RATIO,SUBSPACEAUTOTUNETMP_PARALLEL_DATA_POINTS,SUBSPACEAUTOTUNETMP_STREAMING_THRESHOLD,SUBSPACEAUTOTUNETMP_UNROLL,SUBSPACEAUTOTUNETMP_VEC_PADDING,kernel_s,kernel_s_raw,compile_s,par_compile_s,par_compile_count
1,1,0.200000,16,256,0,4,7.56175,7.56175,2.03829,0,0
1,1,0.200000,32,256,0,4,5.22049,5.22049,2.05173,0,0
1,1,0.200000,64,256,0,4,3.78452,3.78452,2.01566,0,0
1,1,0.200000,128,256,0,4,2.91303,2.91303,1.99276,0,0
1,1,0.200000,256,256,0,4,2.65171,2.65171,2.05402,0,0
1,1,0.200000,512,256,0,4,2.58181,2.58181,2.02914,0,0
1,0,0.200000,16,256,1,4,6.57734,6.57734,2.07703,0,0
1,0,0.200000,32,256,1,4,5.02942,5.02942,2.07067,0,0
1,0,0.200000,64,256,1,4,3.51246,3.51246,2.0371,0,0
1,0,0.200000,128,256,1,4,2.83486,2.83486,2.06306,0,0
1,0,0.200000,256,256,1,4,2.66515,2.66515,2.10394,0,0
1,0,0.200000,512,256,1,4,2.58838,2.58838,2.10664,0,0
1,1,0.200000,16,256,1,4,6.55565,6.55565,2.05943,0,0
1,1,0.200000,32,256,1,4,4.85898,4.85898,2.08188,0,0
1,1,0.200000,64,256,1,4,3.55534,3.55534,2.08671,0,0
1,1,0.200000,128,256,1,4,2.85806,2.85806,2.07511,0,0
1,1,0.200000,256,256,1,4,2.79379,2.79379,2.0517,0,0
1,1,0.200000,512,256,1,4,2.5658,2.5658,2.07718,0,0
1,0,0.300000,16,16,0,4,6.80055,6.80055,2.0147,0,0
1,0,0.300000,32,16,0,4,5.10768,5.10768,2.04282,0,0
1,0,0.300000,64,16,0,4,3.55434,3.55434,2.02881,0,0
1,0,0.300000,128,16,0,4,2.95594,2.95594,2.03217,0,0
1,0,0.300000,256,16,0,4,2.60965,2.60965,2.04963,0,0
1,0,0.300000,512,16,0,4,2.57596,2.57596,1.99665,0,0
1,1,0.300000,16,16,0,4,7.24013,7.24013,2.02869,0,0
1,1,0.300000,32,16,0,4,5.02748,5.02748,2.01505,0,0
1,1,0.300000,64,16,0,4,3.59125,3.59125,2.01437,0,0
1,1,0.300000,128,16,0,4,2.94494,2.94494,2.03553,0,0
1,1,0.300000,256,16,0,4,2.71184,2.71184,2.04216,0,0
1,1,0.300000,512,16,0,4,2.57009,2.57009,2.03115,0,0
1,0,0.300000,16,16,1,4,6.57033,6.57033,2.03417,0,0
1,0,0.300000,32,16,1,4,5.16861,5.16861,2.09253,0,0
1,0,0.300000,64,16,1,4,3.53385,3.53385,2.04588,0,0
1,0,0.300000,128,16,1,4,2.88878,2.88878,2.09512,0,0
1,0,0.300000,256,16,1,4,2.67176,2.67176,2.10354,0,0
1,0,0.300000,512,16,1,4,2.52689,2.52689,2.07744,0,0
1,1,0.300000,16,16,1,4,6.56548,6.56548,2.10784,0,0
1,1,0.300000,32,16,1,4,4.74382,4.74382,2.08731,0,0
1,1,0.300000,64,16,1,4,3.52277,3.52277,2.07979,0,0
1,1,0.300000,128,16,1,4,2.86032,2.86032,2.06578,0,0
1,1,0.300000,256,16,1,4,2.66727,2.66727,2.10833,0,0
1,1,0.300000,512,16,1,4,2.4852,2.4852,2.09397,0,0
1,0,0.300000,16,64,0,4,6.93903,6.93903,2.05961,0,0
1,0,0.300000,32,64,0,4,5.39273,5.39273,2.01553,0,0
1,0,0.300000,64,64,0,4,3.60169,3.60169,2.01031,0,0
1,0,0.300000,128,64,0,4,2.99543,2.99543,1.99323,0,0
1,0,0.300000,256,64,0,4,2.59283,2.59283,2.01563,0,0
1,0,0.300000,512,64,0,4,2.77503,2.77503,1.97168,0,0
1,1,0.300000,16,64,0,4,7.39643,7.39643,2.08396,0,0
1,1,0.300000,32,64,0,4,5.06961,5.06961,1.97624,0,0
1,1,0.300000,64,64,0,4,3.59563,3.59563,2.00389,0,0
1,1,0.300000,128,64,0,4,2.97694,2.97694,1.98189,0,0
1,1,0.300000,256,64,0,4,2.77551,2.77551,2.02991,0,0
1,1,0.300000,512,64,0,4,2.60987,2.60987,1.99478,0,0
1,0,0.300000,16,64,1,4,6.60554,6.60554,2.07641,0,0
1,0,0.300000,32,64,1,4,5.12512,5.12512,2.01418,0,0
1,0,0.300000,64,64,1,4,3.52195,3.52195,2.12878,0,0
1,0,0.300000,128,64,1,4,2.90174,2.90174,2.06219,0,0
1,0,0.300000,256,64,1,4,2.70406,2.70406,2.12648,0,0
1,0,0.300000,512,64,1,4,2.53337,2.53337,2.07341,0,0
1,1,0.300000,16,64,1,4,6.71952,6.71952,2.0675,0,0
1,1,0.300000,32,64,1,4,4.70236,4.70236,2.10487,0,0
1,1,0.300000,64,64,1,4,3.52979,3.52979,2.11642,0,0
1,1,0.300000,128,64,1,4,3.03918,3.03918,2.08727,0,0
1,1,0.300000,256,64,1,4,2.6739,2.6739,2.08363,0,0
1,1,0.300000,512,64,1,4,2.64642,2.64642,2.04925,0,0
1,0,0.300000,16,256,0,4,6.70542,6.70542,1.96104,0,0
1,0,0.300000,32,256,0,4,5.17286,5.17286,1.90082,0,0
1,0,0.300000,64,256,0,4,3.60844,3.60844,1.99477,0,0
1,0,0.300000,128,256,0,4,3.03822,3.03822,2.00498,0,0
1,0,0.300000,256,256,0,4,2.60427,2.60427,2.04965,0,0
1,0,0.300000,512,256,0,4,2.51265,2.51265,2.03125,0,0
1,1,0.300000,16,256,0,4,7.19403,7.19403,2.04157,0,0
1,1,0.300000,32,256,0,4,5.04831,5.04831,1.9795,0,0
1,1,0.300000,64,256,0,4,3.72849,3.72849,1.98414,0,0
1,1,0.300000,128,256,0,4,3.02304,3.02304,2.03178,0,0
1,1,0.300000,256,256,0,4,2.70984,2.70984,1.97832,0,0
1,1,0.300000,512,256,0,4,2.54646,2.54646,2.02336,0,0
1,0,0.300000,16,256,1,4,6.57075,6.57075,2.07726,0,0
1,0,0.300000,32,256,1,4,5.0614,5.0614,2.09803,0,0
1,0,0.300000,64,256,1,4,3.52891,3.52891,2.05326,0,0
1,0,0.300000,128,256,1,4,2.86394,2.86394,2.04139,0,0
1,0,0.300000,256,256,1,4,2.63016,2.63016,2.10181,0,0
1,0,0.300000,512,256,1,4,2.63226,2.63226,2.03631,0,0
1,1,0.300000,16,256,1,4,6.53426,6.53426,2.10985,0,0
1,1,0.300000,32,256,1,4,4.73984,4.73984,2.024,0,0
1,1,0.300000,64,256,1,4,3.61486,3.61486,2.07975,0,0
1,1,0.300000,128,256,1,4,2.94268,2.94268,2.08471,0,0
1,1,0.300000,256,256,1,4,2.72318,2.72318,2.04682,0,0
1,1,0.300000,512,256,1,4,2.60335,2.60335,2.07647,0,0
