@RELATION "datasets_diss/gaussian_c4_size500_dim2id2_noise"

@ATTRIBUTE x0 NUMERIC
@ATTRIBUTE x1 NUMERIC

@DATA
0.318758522874, 0.243962329756
0.735864201263, 0.224076025781
0.102410777841, 0.765482561867
0.853641348363, 0.171499239895
0.372644168438, 0.282711303336
0.793246907285, 0.750040146244
0.431340702664, 0.253343638807
0.380120062717, 0.241709285946
0.19904458609, 0.711541405406
0.431336085578, 0.240378648871
0.698010947424, 0.788796249941
0.814876335308, 0.167328255512
0.710996715832, 0.810379273553
0.818071601541, 0.183036623028
0.6616425856, 0.814534063123
0.444115910311, 0.303874784817
0.682033931164, 0.733755494225
0.131521389315, 0.773151067476
0.804210625599, 0.121480191249
0.166822729235, 0.685254840059
0.72096175243, 0.818709016495
0.508961262119, 0.314373999711
0.446480085595, 0.220034377007
0.467984899761, 0.288013427413
0.593270760304, 0.43503314885
0.189716817996, 0.660851378818
0.76476869088, 0.146892797099
0.184163588949, 0.652660778417
0.785908990206, 0.219226862663
0.699733656286, 0.233981916426
0.82442310784, 0.212421183219
0.381601261561, 0.306473135834
0.231104534954, 0.689581322331
0.724564171219, 0.81762212554
0.723362508282, 0.867156741183
0.39588026542, 0.236790309089
0.393416440617, 0.311211855354
0.658298163047, 0.782293802355
0.234085924609, 0.71922202559
0.163843622172, 0.66221530277
0.666822659899, 0.840423486671
0.646617066655, 0.823352253425
0.354981739186, 0.210363380738
0.754425851244, 0.749635262228
0.80537915724, 0.17818253701
0.84130143088, 0.212658302388
0.817806709921, 0.130630639207
0.199912896385, 0.759000019959
0.452819684394, 0.181098487461
0.411166246261, 0.297935076622
0.156828921155, 0.68229029756
0.110640180277, 0.734189033834
0.200706802657, 0.626805820807
0.287620242407, 0.741805405805
0.678453902484, 0.768612086289
0.81988258392, 0.292118294196
0.867684760545, 0.257464199073
0.126795974361, 0.72829736366
0.740813563378, 0.167665358285
0.736024096179, 0.788087736476
0.655450091622, 0.786379123796
0.687643509171, 0.785655022328
0.782304164208, 0.196756513615
0.648128302688, 0.843525786787
0.447812577633, 0.284786307018
0.165027924608, 0.704675342692
0.748354274582, 0.107461873892
0.740726243871, 0.771113260835
0.425856007499, 0.203552076301
0.63119062726, 0.795308137839
0.759510835292, 0.832620150561
0.37135661203, 0.273155100809
0.639344276172, 0.810927987716
0.159220763487, 0.750069045705
0.71663619623, 0.801722693544
0.199821625177, 0.695915863231
0.814524826276, 0.270131906632
0.70534988633, 0.807574362702
0.434740892716, 0.286986371886
0.839625640346, 0.187915782963
0.421994886102, 0.254674560475
0.571094514328, 0.740599122952
0.715715416429, 0.812715083539
0.232920531254, 0.652244595563
0.436417599008, 0.278314792194
0.685262884412, 0.79472425614
0.402373426761, 0.255740474412
0.719739803329, 0.771230550997
0.71711661478, 0.641569556149
0.251123428444, 0.696839065633
0.753388896615, 0.886347394763
0.148544158714, 0.664322164659
0.408701406783, 0.240612525305
0.67681076296, 0.733683663326
