lambda_value, threshold, percent_correct
1e-08,0.0,0.00980392156862745
1e-08,166.666666667,0.023655196078431372
1e-08,333.333333333,0.10532225490196079
1e-08,500.0,0.3319873529411765
1e-08,666.666666667,0.5187646078431373
1e-08,833.333333333,0.6366591176470588
1e-08,1000.0,0.7250353921568627
1e-08,1166.66666667,0.7937529411764706
1e-08,1333.33333333,0.8428367647058823
1e-08,1500.0,0.8624906862745098
1e-08,1370.37037037,0.8428485294117647
1e-08,1407.40740741,0.852661862745098
1e-08,1444.44444444,0.8624770588235294
1e-08,1481.48148148,0.8624857843137255
1e-08,1518.51851852,0.8624949019607843
1e-08,1555.55555556,0.8625022549019608
1e-08,1592.59259259,0.8625112745098039
1e-08,1629.62962963,0.8625206862745098
1e-07,0.0,0.00980392156862745
1e-07,166.666666667,0.03642186274509804
1e-07,333.333333333,0.17523313725490197
1e-07,500.0,0.2737513725490196
1e-07,666.666666667,0.46026088235294116
1e-07,833.333333333,0.5682437254901961
1e-07,1000.0,0.6957835294117647
1e-07,1166.66666667,0.7840855882352942
1e-07,1333.33333333,0.8331478431372549
1e-07,1500.0,0.8527845098039216
1e-07,1370.37037037,0.8331559803921569
1e-07,1407.40740741,0.8429677450980392
1e-07,1444.44444444,0.8429730392156862
1e-07,1481.48148148,0.8527828431372549
1e-07,1518.51851852,0.8527859803921569
1e-07,1555.55555556,0.8527903921568627
1e-07,1592.59259259,0.8625967647058823
1e-07,1629.62962963,0.8625997058823529
1e-06,0.0,0.00980392156862745
1e-06,166.666666667,0.02762735294117647
1e-06,333.333333333,0.11690343137254902
1e-06,500.0,0.34275058823529414
1e-06,666.666666667,0.5880007843137255
1e-06,833.333333333,0.7545820588235295
1e-06,1000.0,0.8616973529411764
1e-06,1166.66666667,0.9092199019607843
1e-06,1333.33333333,0.9268152941176471
1e-06,1500.0,0.9542128431372549
1e-06,1370.37037037,0.9361482352941176
1e-06,1407.40740741,0.9454994117647059
1e-06,1444.44444444,0.9450562745098039
1e-06,1481.48148148,0.9544243137254902
1e-06,1518.51851852,0.9540092156862745
1e-06,1555.55555556,0.9536240196078432
1e-06,1592.59259259,0.9532586274509804
1e-06,1629.62962963,0.9529054901960784
1e-05,0.0,0.00980392156862745
1e-05,166.666666667,0.09730754901960784
1e-05,333.333333333,0.49509549019607846
1e-05,500.0,0.8407040196078431
1e-05,666.666666667,0.9410540196078432
1e-05,833.333333333,0.9009688235294118
1e-05,1000.0,0.8560097058823529
1e-05,1166.66666667,0.7727448039215686
1e-05,1333.33333333,0.6893735294117647
1e-05,1500.0,0.6003383333333333
1e-05,537.037037037,0.8875381372549019
1e-05,574.074074074,0.9139338235294118
1e-05,611.111111111,0.9099298039215686
1e-05,648.148148148,0.9440511764705882
1e-05,685.185185185,0.9378011764705882
1e-05,722.222222222,0.9304828431372549
1e-05,759.259259259,0.9218879411764705
1e-05,796.296296296,0.9120476470588236
0.0001,0.0,0.00980392156862745
0.0001,166.666666667,0.5872589215686275
0.0001,333.333333333,0.38721794117647057
0.0001,500.0,0.10996127450980392
0.0001,37.037037037,0.026806764705882353
0.0001,74.0740740741,0.07556392156862746
0.0001,111.111111111,0.23542039215686275
0.0001,148.148148148,0.5310111764705883
0.0001,185.185185185,0.6575019607843138
0.0001,222.222222222,0.6723285294117647
0.0001,259.259259259,0.5941977450980392
0.0001,296.296296296,0.47300911764705883
3.162277660168379e-07,0.0,0.00980392156862745
3.162277660168379e-07,166.666666667,0.02727156862745098
3.162277660168379e-07,333.333333333,0.10683441176470589
3.162277660168379e-07,500.0,0.28371245098039216
3.162277660168379e-07,666.666666667,0.42117950980392155
3.162277660168379e-07,833.333333333,0.6271835294117647
3.162277660168379e-07,1000.0,0.7743128431372549
3.162277660168379e-07,1166.66666667,0.8625736274509804
3.162277660168379e-07,1333.33333333,0.8625010784313726
3.162277660168379e-07,1500.0,0.9014540196078431
3.162277660168379e-07,1370.37037037,0.8820710784313726
3.162277660168379e-07,1407.40740741,0.8820186274509804
3.162277660168379e-07,1444.44444444,0.8819555882352941
3.162277660168379e-07,1481.48148148,0.8916888235294118
3.162277660168379e-07,1518.51851852,0.9014114705882353
3.162277660168379e-07,1555.55555556,0.9209212745098039
3.162277660168379e-07,1592.59259259,0.9208141176470588
3.162277660168379e-07,1629.62962963,0.9206900980392156
1.0000000000000002e-06,0.0,0.00980392156862745
1.0000000000000002e-06,166.666666667,0.02762735294117647
1.0000000000000002e-06,333.333333333,0.11690343137254902
1.0000000000000002e-06,500.0,0.34275058823529414
1.0000000000000002e-06,666.666666667,0.5880007843137255
1.0000000000000002e-06,833.333333333,0.7545820588235295
1.0000000000000002e-06,1000.0,0.8616973529411764
1.0000000000000002e-06,1166.66666667,0.9092199019607843
1.0000000000000002e-06,1333.33333333,0.9268152941176471
1.0000000000000002e-06,1500.0,0.9542128431372549
1.0000000000000002e-06,1370.37037037,0.9361482352941176
1.0000000000000002e-06,1407.40740741,0.9454994117647059
1.0000000000000002e-06,1444.44444444,0.9450562745098039
1.0000000000000002e-06,1481.48148148,0.9544243137254902
1.0000000000000002e-06,1518.51851852,0.9540092156862745
1.0000000000000002e-06,1555.55555556,0.9536240196078432
1.0000000000000002e-06,1592.59259259,0.9532586274509804
1.0000000000000002e-06,1629.62962963,0.9529054901960784
3.1622776601683796e-06,0.0,0.00980392156862745
3.1622776601683796e-06,166.666666667,0.037927745098039214
3.1622776601683796e-06,333.333333333,0.2348787254901961
3.1622776601683796e-06,500.0,0.6071506862745099
3.1622776601683796e-06,666.666666667,0.8100392156862745
3.1622776601683796e-06,833.333333333,0.9041514705882353
3.1622776601683796e-06,1000.0,0.9504504901960784
3.1622776601683796e-06,1166.66666667,0.956846274509804
3.1622776601683796e-06,1333.33333333,0.9499961764705882
3.1622776601683796e-06,1500.0,0.9485219607843137
3.1622776601683796e-06,1037.03703704,0.9498713725490197
3.1622776601683796e-06,1074.07407407,0.9492228431372549
3.1622776601683796e-06,1111.11111111,0.9582635294117647
3.1622776601683796e-06,1148.14814815,0.9573621568627451
3.1622776601683796e-06,1185.18518519,0.9562772549019608
3.1622776601683796e-06,1222.22222222,0.955008431372549
3.1622776601683796e-06,1259.25925926,0.9535455882352941
3.1622776601683796e-06,1296.2962963,0.9518768627450981
1.778279410038923e-06,0.0,0.00980392156862745
1.778279410038923e-06,166.666666667,0.027860882352941176
1.778279410038923e-06,333.333333333,0.17588401960784314
1.778279410038923e-06,500.0,0.4506985294117647
1.778279410038923e-06,666.666666667,0.6857491176470588
1.778279410038923e-06,833.333333333,0.8312045098039216
1.778279410038923e-06,1000.0,0.8970707843137254
1.778279410038923e-06,1166.66666667,0.9434401960784313
1.778279410038923e-06,1333.33333333,0.9513074509803922
1.778279410038923e-06,1500.0,0.9594105882352941
1.778279410038923e-06,1370.37037037,0.950935
1.778279410038923e-06,1407.40740741,0.9603923529411764
1.778279410038923e-06,1444.44444444,0.9600192156862745
1.778279410038923e-06,1481.48148148,0.9596244117647059
1.778279410038923e-06,1518.51851852,0.9591896078431372
1.778279410038923e-06,1555.55555556,0.9587089215686274
1.778279410038923e-06,1592.59259259,0.9581468627450981
1.778279410038923e-06,1629.62962963,0.9575354901960784
3.1622776601683796e-06,0.0,0.00980392156862745
3.1622776601683796e-06,166.666666667,0.037927745098039214
3.1622776601683796e-06,333.333333333,0.2348787254901961
3.1622776601683796e-06,500.0,0.6071506862745099
3.1622776601683796e-06,666.666666667,0.8100392156862745
3.1622776601683796e-06,833.333333333,0.9041514705882353
3.1622776601683796e-06,1000.0,0.9504504901960784
3.1622776601683796e-06,1166.66666667,0.956846274509804
3.1622776601683796e-06,1333.33333333,0.9499961764705882
3.1622776601683796e-06,1500.0,0.9485219607843137
3.1622776601683796e-06,1037.03703704,0.9498713725490197
3.1622776601683796e-06,1074.07407407,0.9492228431372549
3.1622776601683796e-06,1111.11111111,0.9582635294117647
3.1622776601683796e-06,1148.14814815,0.9573621568627451
3.1622776601683796e-06,1185.18518519,0.9562772549019608
3.1622776601683796e-06,1222.22222222,0.955008431372549
3.1622776601683796e-06,1259.25925926,0.9535455882352941
3.1622776601683796e-06,1296.2962963,0.9518768627450981
5.623413251903493e-06,0.0,0.00980392156862745
5.623413251903493e-06,166.666666667,0.038198333333333334
5.623413251903493e-06,333.333333333,0.34255470588235293
5.623413251903493e-06,500.0,0.7400555882352942
5.623413251903493e-06,666.666666667,0.8724246078431372
5.623413251903493e-06,833.333333333,0.945195
5.623413251903493e-06,1000.0,0.9413159803921569
5.623413251903493e-06,1166.66666667,0.9270825490196078
5.623413251903493e-06,1333.33333333,0.901685
5.623413251903493e-06,1500.0,0.8553202941176471
5.623413251903493e-06,703.703703704,0.9107679411764706
5.623413251903493e-06,740.740740741,0.9195696078431372
5.623413251903493e-06,777.777777778,0.9477477450980392
5.623413251903493e-06,814.814814815,0.9461480392156862
5.623413251903493e-06,851.851851852,0.9539493137254902
5.623413251903493e-06,888.888888889,0.9515281372549019
5.623413251903493e-06,925.925925926,0.9486320588235294
5.623413251903493e-06,962.962962963,0.9452121568627451
