lambda_value, threshold, percent_correct, ARI, duration, iterations
0.001,166.666666667,0.16855235294117646,0.054376965142827784,1042.51136,3.0
0.001,37.037037037,0.11734196078431372,0.008360491080568393,338.44808,0
0.001,74.0740740741,0.6031754901960784,0.47878605366580096,340.8266,0
0.001,111.111111111,0.3936703921568627,0.21886350587780268,337.68131,0
9.999999999999999e-05,166.666666667,0.21541372549019608,0.15590263888586603,495.9891,7.0
9.999999999999999e-05,333.333333333,0.8024235294117648,0.7371247719034182,338.39256,0
9.999999999999999e-05,500.0,0.8979888235294118,0.8397914525325851,339.79089999999997,0
9.999999999999999e-05,666.666666667,0.6062192156862745,0.40566957636918094,337.82520999999997,0
9.999999999999999e-05,370.37037037,0.7975763725490196,0.7312352734121699,338.5112,0
9.999999999999999e-05,407.407407407,0.7856543137254902,0.7166533744087695,338.44822999999997,0
9.999999999999999e-05,444.444444444,0.8600522549019608,0.8412552669669446,338.42821000000004,0
9.999999999999999e-05,481.481481481,0.9215295098039216,0.8801590064186784,338.6767,0
9.999999999999999e-05,518.518518519,0.8711849019607844,0.792606606865387,338.67049000000003,0
9.999999999999999e-05,555.555555556,0.8094088235294118,0.6840115396108685,338.69034,0
9.999999999999999e-05,592.592592593,0.7409696078431373,0.5732517340774679,338.42061,0
9.999999999999999e-06,166.666666667,0.11607549019607843,0.007744448434462308,542.9953200000001,16.0
9.999999999999999e-06,333.333333333,0.11699980392156863,0.008211493307071122,340.2169,0
9.999999999999999e-06,500.0,0.21537696078431373,0.055532749556067,337.51167999999996,0
9.999999999999999e-06,666.666666667,0.5096394117647058,0.5242923879352022,338.8404,0
9.999999999999999e-06,833.333333333,0.6077480392156863,0.6183922517046131,338.63546,0
9.999999999999999e-06,1000.0,0.7058266666666667,0.6747051586609486,337.92085000000003,0
9.999999999999999e-06,1166.66666667,0.9999645098039216,0.9999602782953493,338.40224,0
