lambda_value, threshold, percent_correct, ARI, duration, iterations
9.999999999999999e-06,166.666666667,0.6237323529411765,0.23805286238554071,21.195485,10.0
9.999999999999999e-06,333.333333333,0.5288323529411765,0.06045884395167634,7.43196,0
9.999999999999999e-06,37.037037037,0.06458235294117647,0.0024076240989746624,7.386279999999999,0
9.999999999999999e-06,74.0740740741,0.22235686274509803,0.020362116495254788,7.46054,0
9.999999999999999e-06,111.111111111,0.47847843137254903,0.12530915651602548,7.534697,0
9.999999999999999e-06,148.148148148,0.6098205882352942,0.2541169863099184,7.449422,0
9.999999999999999e-06,185.185185185,0.6566666666666666,0.20152323042808717,7.47255,0
9.999999999999999e-06,222.222222222,0.659271568627451,0.13858042984615554,7.412064,0
1e-06,166.666666667,0.45039411764705883,0.2039282711598062,19.892673000000002,27.0
1e-06,333.333333333,0.7210029411764706,0.5338124622250271,7.4016139999999995,0
1e-06,500.0,0.8124833333333333,0.4535493889457148,7.429918,0
1e-06,666.666666667,0.7755049019607844,0.2768584867505474,7.4342809999999995,0
1e-06,833.333333333,0.7169362745098039,0.16388689667881123,7.462631,0
1e-06,203.703703704,0.5913323529411765,0.3996477827769126,7.4776609999999994,0
1e-06,240.740740741,0.6074725490196078,0.406151397517976,7.4007369999999995,0
1e-06,277.777777778,0.6655009803921569,0.48941797398465836,7.475469,0
1e-06,314.814814815,0.7056088235294118,0.5376756455590702,7.532953,0
1e-06,351.851851852,0.7364225490196078,0.5379416906119897,7.465877,0
1e-06,388.888888889,0.7667696078431373,0.535937036899441,7.780424999999999,0
1e-06,425.925925926,0.7765735294117647,0.5136836820366666,7.874532,0
1e-06,462.962962963,0.8049235294117647,0.4869440151248497,7.830413999999999,0
1e-07,166.666666667,0.3409843137254902,0.030933363140143465,31.08583,68.0
1e-07,333.333333333,0.6298725490196079,0.5336292994069932,7.405897,0
1e-07,500.0,0.7705607843137255,0.6935566123143058,7.550368000000001,0
1e-07,666.666666667,0.8381833333333333,0.6876075077935883,7.518875,0
1e-07,833.333333333,0.8612539215686275,0.653355191566948,7.427494,0
1e-07,1000.0,0.8655411764705883,0.5943096805153393,7.441886,0
1e-07,1166.66666667,0.858964705882353,0.5281356682828783,7.500982,0
1e-07,1333.33333333,0.8399833333333333,0.4557412594147883,7.443859000000001,0
1e-07,1500.0,0.8381254901960784,0.3882046150236395,7.472389,0
1e-07,370.37037037,0.672986274509804,0.6047969464026112,7.520272,0
1e-07,407.407407407,0.6964235294117647,0.6458202368374828,7.5002,0
1e-07,444.444444444,0.7298088235294118,0.6774571847017451,7.3835,0
1e-07,481.481481481,0.7536225490196078,0.6818335868225147,7.493628,0
1e-07,518.518518519,0.777693137254902,0.6906004835653728,7.45777,0
1e-07,555.555555556,0.7923598039215686,0.6849603168194967,7.404859,0
1e-07,592.592592593,0.7974303921568627,0.6793483744778288,7.423611,0
1e-07,629.62962963,0.8324078431372549,0.6978972003868288,7.418039,0
1e-07,166.666666667,0.3409843137254902,0.030933363140143465,30.928429,68.0
1e-07,333.333333333,0.6298725490196079,0.5336292994069932,7.503833,0
1e-07,500.0,0.7705607843137255,0.6935566123143058,7.4112610000000005,0
1e-07,666.666666667,0.8381833333333333,0.6876075077935883,7.476366,0
1e-07,833.333333333,0.8612539215686275,0.653355191566948,7.497768,0
1e-07,1000.0,0.8655411764705883,0.5943096805153393,7.499865,0
1e-07,1166.66666667,0.858964705882353,0.5281356682828783,7.522596,0
1e-07,1333.33333333,0.8399833333333333,0.4557412594147883,7.465557,0
1e-07,1500.0,0.8381254901960784,0.3882046150236395,7.444363999999999,0
1e-07,370.37037037,0.672986274509804,0.6047969464026112,7.49873,0
1e-07,407.407407407,0.6964235294117647,0.6458202368374828,7.476989,0
1e-07,444.444444444,0.7298088235294118,0.6774571847017451,7.443647,0
1e-07,481.481481481,0.7536225490196078,0.6818335868225147,7.447023000000001,0
1e-07,518.518518519,0.777693137254902,0.6906004835653728,7.423189,0
1e-07,555.555555556,0.7923598039215686,0.6849603168194967,7.476833999999999,0
1e-07,592.592592593,0.7974303921568627,0.6793483744778288,7.437517,0
1e-07,629.62962963,0.8324078431372549,0.6978972003868288,7.384619,0
1e-07,166.666666667,0.3409843137254902,0.030933363140143465,31.127627000000004,68.0
1e-07,333.333333333,0.6298725490196079,0.5336292994069932,7.4560889999999995,0
1e-07,500.0,0.7705607843137255,0.6935566123143058,7.440297,0
1e-07,666.666666667,0.8381833333333333,0.6876075077935883,7.492642,0
1e-07,833.333333333,0.8612539215686275,0.653355191566948,7.482209,0
1e-07,1000.0,0.8655411764705883,0.5943096805153393,7.446117,0
1e-07,1166.66666667,0.858964705882353,0.5281356682828783,7.492515,0
1e-07,1333.33333333,0.8399833333333333,0.4557412594147883,7.41687,0
1e-07,1500.0,0.8381254901960784,0.3882046150236395,7.441243,0
1e-07,370.37037037,0.672986274509804,0.6047969464026112,7.5173749999999995,0
1e-07,407.407407407,0.6964235294117647,0.6458202368374828,7.446572000000001,0
1e-07,444.444444444,0.7298088235294118,0.6774571847017451,7.508138,0
1e-07,481.481481481,0.7536225490196078,0.6818335868225147,7.493780999999999,0
1e-07,518.518518519,0.777693137254902,0.6906004835653728,7.483283,0
1e-07,555.555555556,0.7923598039215686,0.6849603168194967,7.548503,0
1e-07,592.592592593,0.7974303921568627,0.6793483744778288,7.42932,0
1e-07,629.62962963,0.8324078431372549,0.6978972003868288,7.516757,0
