lambda_value, threshold, percent_correct
3.16227766016838e-07,833.333333333,0.9248235294117647
3.16227766016838e-07,1000.0,0.9214970588235294
3.16227766016838e-07,1166.66666667,0.9278127450980392
3.16227766016838e-07,1333.33333333,0.9254764705882353
3.16227766016838e-07,1500.0,0.9243921568627451
3.16227766016838e-07,1037.03703704,0.9185382352941176
3.16227766016838e-07,1074.07407407,0.9252931372549019
3.16227766016838e-07,1111.11111111,0.9321823529411765
3.16227766016838e-07,1148.14814815,0.9292460784313725
3.16227766016838e-07,1185.18518519,0.9361617647058823
3.16227766016838e-07,1222.22222222,0.9333558823529412
3.16227766016838e-07,1259.25925926,0.9306117647058824
3.16227766016838e-07,1296.2962963,0.9279235294117647
5.6234132519034905e-08,0.0,0.00980392156862745
5.6234132519034905e-08,166.666666667,0.36034901960784316
5.6234132519034905e-08,333.333333333,0.7245254901960785
5.6234132519034905e-08,500.0,0.8425656862745098
5.6234132519034905e-08,666.666666667,0.8819382352941176
5.6234132519034905e-08,833.333333333,0.9208656862745098
5.6234132519034905e-08,1000.0,0.9295117647058824
5.6234132519034905e-08,1166.66666667,0.9369235294117647
5.6234132519034905e-08,1333.33333333,0.9430088235294117
5.6234132519034905e-08,1500.0,0.9480666666666666
5.6234132519034905e-08,1370.37037037,0.951863725490196
5.6234132519034905e-08,1407.40740741,0.9508029411764706
5.6234132519034905e-08,1444.44444444,0.9498019607843137
5.6234132519034905e-08,1481.48148148,0.9486578431372549
5.6234132519034905e-08,1518.51851852,0.9474676470588236
5.6234132519034905e-08,1555.55555556,0.9462147058823529
5.6234132519034905e-08,1592.59259259,0.9548098039215687
5.6234132519034905e-08,1629.62962963,0.9535196078431373
9.999999999999998e-08,0.0,0.00980392156862745
9.999999999999998e-08,166.666666667,0.3999519607843137
9.999999999999998e-08,333.333333333,0.7148441176470588
9.999999999999998e-08,500.0,0.8426431372549019
9.999999999999998e-08,666.666666667,0.8915745098039216
9.999999999999998e-08,833.333333333,0.9196990196078432
9.999999999999998e-08,1000.0,0.9362980392156863
9.999999999999998e-08,1166.66666667,0.9410294117647059
9.999999999999998e-08,1333.33333333,0.9344921568627451
9.999999999999998e-08,1500.0,0.9563970588235294
9.999999999999998e-08,1370.37037037,0.9427303921568627
9.999999999999998e-08,1407.40740741,0.941092156862745
9.999999999999998e-08,1444.44444444,0.9491529411764706
9.999999999999998e-08,1481.48148148,0.9474401960784313
9.999999999999998e-08,1518.51851852,0.9555186274509804
9.999999999999998e-08,1555.55555556,0.9537892156862745
9.999999999999998e-08,1592.59259259,0.9518872549019608
9.999999999999998e-08,1629.62962963,0.9501127450980392
1.7782794100389227e-07,0.0,0.00980392156862745
1.7782794100389227e-07,166.666666667,0.41004117647058824
1.7782794100389227e-07,333.333333333,0.7051401960784314
1.7782794100389227e-07,500.0,0.8328264705882353
1.7782794100389227e-07,666.666666667,0.890478431372549
1.7782794100389227e-07,833.333333333,0.9256519607843138
1.7782794100389227e-07,1000.0,0.928414705882353
1.7782794100389227e-07,1166.66666667,0.9289696078431372
1.7782794100389227e-07,1333.33333333,0.948193137254902
1.7782794100389227e-07,1500.0,0.9380264705882353
1.7782794100389227e-07,1203.7037037,0.9267549019607844
1.7782794100389227e-07,1240.74074074,0.9343294117647059
1.7782794100389227e-07,1277.77777778,0.9515382352941176
1.7782794100389227e-07,1314.81481481,0.9492852941176471
1.7782794100389227e-07,1351.85185185,0.9470166666666666
1.7782794100389227e-07,1388.88888889,0.9447676470588235
1.7782794100389227e-07,1425.92592593,0.9424911764705882
1.7782794100389227e-07,1462.96296296,0.9402637254901961
