lambda_value, threshold, percent_correct, ARI, duration, iterations
9.999999999999999e-06,166.666666667,0.15637235294117646,0.007954318742455061,926.90883,14.0
9.999999999999999e-06,333.333333333,0.7037418627450981,0.5268406256329232,254.24579,0
9.999999999999999e-06,500.0,0.7760490196078431,0.3246183592370185,253.23593,0
9.999999999999999e-06,666.666666667,0.6608435294117647,0.1152941280134331,253.42431,0
9.999999999999999e-06,203.703703704,0.25181117647058826,0.016552066653179733,254.20863,0
9.999999999999999e-06,240.740740741,0.3727993137254902,0.03244496986319102,254.59303,0
9.999999999999999e-06,277.777777778,0.5199367647058823,0.09127007677443841,254.3906,0
9.999999999999999e-06,314.814814815,0.6529730392156863,0.41819235130365845,254.53206,0
9.999999999999999e-06,351.851851852,0.7536899019607843,0.5833954403314732,254.74218,0
9.999999999999999e-06,388.888888889,0.7914964705882352,0.5792554571694702,253.06595000000002,0
9.999999999999999e-06,425.925925926,0.8160195098039216,0.5052007407813646,254.10304,0
9.999999999999999e-06,462.962962963,0.7976411764705882,0.4106752129098126,255.25841,0
1e-06,166.666666667,0.02763892156862745,0.0006126343321694501,495.87776,36.0
1e-06,333.333333333,0.17532637254901962,0.010010527904974057,255.766,0
1e-06,500.0,0.43594950980392155,0.09542622441702724,253.99904999999998,0
1e-06,666.666666667,0.7359945098039216,0.6094066746829083,252.59865,0
1e-06,833.333333333,0.8314404901960785,0.7139054887622871,253.60484000000002,0
1e-06,1000.0,0.9334974509803922,0.9006264113373961,254.52194,0
1e-06,1166.66666667,0.9329748039215686,0.8702789056658107,254.71638000000002,0
1e-06,1333.33333333,0.9281354901960784,0.8174730322948396,253.37525,0
1e-06,1500.0,0.9191305882352941,0.7367691640266684,253.33235000000002,0
1e-06,870.37037037,0.8403467647058823,0.7168590535594653,254.07862,0
1e-06,907.407407407,0.8490448039215687,0.7192830692445769,253.58215,0
1e-06,944.444444444,0.8673241176470589,0.7889613700357375,254.09666,0
1e-06,981.481481481,0.9245712745098039,0.8802091921268783,256.2889,0
1e-06,1018.51851852,0.9325605882352941,0.8972734867162224,253.79343,0
1e-06,1055.55555556,0.9403492156862745,0.8979416969096314,254.20175,0
1e-06,1092.59259259,0.9381136274509804,0.8896737614645812,254.6653,0
1e-06,1129.62962963,0.9356500980392157,0.8804580766971071,254.36957,0
1e-07,166.666666667,0.026334313725490197,0.0004974250827766655,786.4715100000001,104.0
1e-07,333.333333333,0.07708872549019608,0.0038816150960059165,253.54499,0
1e-07,500.0,0.2443343137254902,0.015709231466973343,253.2498,0
1e-07,666.666666667,0.43083,0.056238833949381714,253.92787,0
1e-07,833.333333333,0.6070225490196078,0.29683401005754145,253.86678,0
1e-07,1000.0,0.7433151960784313,0.5626278262117494,254.55651,0
1e-07,1166.66666667,0.7907892156862745,0.6322094673014123,254.42005,0
1e-07,1333.33333333,0.8282510784313726,0.7109651975536548,253.22227,0
1e-07,1500.0,0.8952450980392157,0.867567732366334,254.70542,0
1e-07,1370.37037037,0.8572814705882353,0.8200865394228253,254.21822,0
1e-07,1407.40740741,0.8765125490196078,0.8540810254137159,254.21757,0
1e-07,1444.44444444,0.8859596078431372,0.8608575027030739,253.33763000000002,0
1e-07,1481.48148148,0.895413725490196,0.8677673247454772,253.64614,0
1e-07,1518.51851852,0.8950807843137255,0.8673775100182767,253.54983,0
1e-07,1555.55555556,0.9241854901960784,0.8975655770922304,255.33564,0
1e-07,1592.59259259,0.9238930392156863,0.8972179627824165,253.87273000000002,0
1e-07,1629.62962963,0.923613431372549,0.8968906889915313,254.51075,0
1e-06,166.666666667,0.02763892156862745,0.0006126343321694501,495.42661,36.0
1e-06,333.333333333,0.17532637254901962,0.010010527904974057,253.61426,0
1e-06,500.0,0.43594950980392155,0.09542622441702724,253.68029,0
1e-06,666.666666667,0.7359945098039216,0.6094066746829083,253.06018,0
1e-06,833.333333333,0.8314404901960785,0.7139054887622871,254.50077,0
1e-06,1000.0,0.9334974509803922,0.9006264113373961,253.27911,0
1e-06,1166.66666667,0.9329748039215686,0.8702789056658107,253.68481,0
1e-06,1333.33333333,0.9281354901960784,0.8174730322948396,255.91649999999998,0
1e-06,1500.0,0.9191305882352941,0.7367691640266684,254.07578,0
1e-06,870.37037037,0.8403467647058823,0.7168590535594653,253.14639,0
1e-06,907.407407407,0.8490448039215687,0.7192830692445769,253.88406,0
1e-06,944.444444444,0.8673241176470589,0.7889613700357375,253.83097999999998,0
1e-06,981.481481481,0.9245712745098039,0.8802091921268783,253.26238999999998,0
1e-06,1018.51851852,0.9325605882352941,0.8972734867162224,253.72841,0
1e-06,1055.55555556,0.9403492156862745,0.8979416969096314,254.28822,0
1e-06,1092.59259259,0.9381136274509804,0.8896737614645812,254.14992999999998,0
1e-06,1129.62962963,0.9356500980392157,0.8804580766971071,254.12013,0
1e-06,166.666666667,0.02763892156862745,0.0006126343321694501,496.71058,36.0
1e-06,333.333333333,0.17532637254901962,0.010010527904974057,253.63918999999999,0
1e-06,500.0,0.43594950980392155,0.09542622441702724,253.53012,0
