KERNEL_TRANS_DATA_SPLIT, KERNEL_TRANS_GRID_BLOCK_SIZE, KERNEL_TRANS_MAX_DIM_UNROLL, KERNEL_TRANS_PREFETCH_SIZE, KERNEL_TRANS_STORE_DATA, KERNEL_TRANS_TRANSFER_WHOLE_GRID, KERNEL_TRANS_USE_LOCAL_MEMORY, OPTIMIZATION_FLAGS, TRANS_LOCAL_SIZE, VERBOSE, duration
8, 1, 10, 64, array, false, false, -cl-unsafe-math-optimizations -cl-denorms-are-zero, 64, true, 0.675136
1, 1, 10, 64, array, false, false, -cl-unsafe-math-optimizations -cl-denorms-are-zero, 64, true, 0.70694
8, 1, 10, 64, array, false, false, -cl-unsafe-math-optimizations -cl-denorms-are-zero, 64, true, 0.676319
8, 1, 1, 64, array, false, false, -cl-unsafe-math-optimizations -cl-denorms-are-zero, 64, true, 0.704772
8, 1, 10, 16, array, false, false, -cl-unsafe-math-optimizations -cl-denorms-are-zero, 64, true, 0.676759
8, 1, 10, 64, array, false, false, -cl-unsafe-math-optimizations -cl-denorms-are-zero, 64, true, 0.677917
8, 1, 10, 64, array, true, false, -cl-unsafe-math-optimizations -cl-denorms-are-zero, 64, true, 0.674895
8, 1, 10, 64, array, false, false, -cl-unsafe-math-optimizations -cl-denorms-are-zero, 64, true, 0.675348
8, 1, 10, 64, array, false, false, -cl-unsafe-math-optimizations -cl-denorms-are-zero, 64, true, 0.676116
8, 1, 10, 16, array, false, false, -cl-unsafe-math-optimizations -cl-denorms-are-zero, 64, true, 0.677093
