KERNEL_TRANS_DATA_SPLIT, KERNEL_TRANS_GRID_BLOCK_SIZE, KERNEL_TRANS_MAX_DIM_UNROLL, KERNEL_TRANS_PREFETCH_SIZE, KERNEL_TRANS_STORE_DATA, KERNEL_TRANS_TRANSFER_WHOLE_GRID, KERNEL_TRANS_USE_LOCAL_MEMORY, OPTIMIZATION_FLAGS, TRANS_LOCAL_SIZE, VERBOSE, duration
4, 8, 1, 32, array, false, true, -cl-unsafe-math-optimizations -cl-denorms-are-zero, 256, true, 0.765164
1, 8, 1, 32, array, false, true, -cl-unsafe-math-optimizations -cl-denorms-are-zero, 256, true, 0.871057
4, 1, 1, 32, array, false, true, -cl-unsafe-math-optimizations -cl-denorms-are-zero, 256, true, 0.765683
4, 8, 1, 32, array, false, true, -cl-unsafe-math-optimizations -cl-denorms-are-zero, 256, true, 0.762216
4, 8, 1, 16, array, false, true, -cl-unsafe-math-optimizations -cl-denorms-are-zero, 256, true, 0.778979
4, 8, 1, 32, array, false, true, -cl-unsafe-math-optimizations -cl-denorms-are-zero, 256, true, 0.762872
4, 8, 1, 32, array, true, true, -cl-unsafe-math-optimizations -cl-denorms-are-zero, 256, true, 0.748422
4, 8, 1, 32, array, false, false, -cl-unsafe-math-optimizations -cl-denorms-are-zero, 256, true, 0.890366
4, 8, 1, 32, array, false, true, -cl-unsafe-math-optimizations -cl-denorms-are-zero, 256, true, 0.764906
4, 8, 1, 16, array, false, true, -cl-unsafe-math-optimizations -cl-denorms-are-zero, 64, true, 0.839283
