KERNEL_TRANS_DATA_SPLIT, KERNEL_TRANS_GRID_BLOCK_SIZE, KERNEL_TRANS_MAX_DIM_UNROLL, KERNEL_TRANS_PREFETCH_SIZE, KERNEL_TRANS_STORE_DATA, KERNEL_TRANS_TRANSFER_WHOLE_GRID, KERNEL_TRANS_USE_LOCAL_MEMORY, OPTIMIZATION_FLAGS, TRANS_LOCAL_SIZE, VERBOSE, duration
1, 1, 4, 64, array, true, true, -cl-unsafe-math-optimizations -cl-denorms-are-zero, 64, true, 0.10972
1, 1, 4, 64, array, true, true, -cl-unsafe-math-optimizations -cl-denorms-are-zero, 64, true, 0.106263
1, 1, 4, 64, array, true, true, -cl-unsafe-math-optimizations -cl-denorms-are-zero, 64, true, 0.106404
1, 1, 1, 64, array, true, true, -cl-unsafe-math-optimizations -cl-denorms-are-zero, 64, true, 0.111015
1, 1, 4, 16, array, true, true, -cl-unsafe-math-optimizations -cl-denorms-are-zero, 64, true, 0.118949
1, 1, 4, 64, array, true, true, -cl-unsafe-math-optimizations -cl-denorms-are-zero, 64, true, 0.107859
1, 1, 4, 64, array, true, true, -cl-unsafe-math-optimizations -cl-denorms-are-zero, 64, true, 0.106597
1, 1, 4, 64, array, true, false, -cl-unsafe-math-optimizations -cl-denorms-are-zero, 64, true, 0.213502
1, 1, 4, 64, array, true, true, -cl-unsafe-math-optimizations -cl-denorms-are-zero, 64, true, 0.107035
1, 1, 4, 16, array, true, true, -cl-unsafe-math-optimizations -cl-denorms-are-zero, 64, true, 0.11114
