KERNEL_TRANS_DATA_SPLIT, KERNEL_TRANS_GRID_BLOCK_SIZE, KERNEL_TRANS_MAX_DIM_UNROLL, KERNEL_TRANS_PREFETCH_SIZE, KERNEL_TRANS_STORE_DATA, KERNEL_TRANS_TRANSFER_WHOLE_GRID, KERNEL_TRANS_USE_LOCAL_MEMORY, OPTIMIZATION_FLAGS, TRANS_LOCAL_SIZE, VERBOSE, duration
2, 1, 1, 128, array, false, true, -cl-unsafe-math-optimizations -cl-denorms-are-zero, 256, true, 0.538595
1, 1, 1, 128, array, false, true, -cl-unsafe-math-optimizations -cl-denorms-are-zero, 256, true, 0.543783
2, 1, 1, 128, array, false, true, -cl-unsafe-math-optimizations -cl-denorms-are-zero, 256, true, 0.539835
2, 1, 1, 128, array, false, true, -cl-unsafe-math-optimizations -cl-denorms-are-zero, 256, true, 0.539199
2, 1, 1, 16, array, false, true, -cl-unsafe-math-optimizations -cl-denorms-are-zero, 256, true, 0.575194
2, 1, 1, 128, array, false, true, -cl-unsafe-math-optimizations -cl-denorms-are-zero, 256, true, 0.54286
2, 1, 1, 128, array, true, true, -cl-unsafe-math-optimizations -cl-denorms-are-zero, 256, true, 0.52698
2, 1, 1, 128, array, false, false, -cl-unsafe-math-optimizations -cl-denorms-are-zero, 256, true, 1.46463
2, 1, 1, 128, array, false, true, -cl-unsafe-math-optimizations -cl-denorms-are-zero, 256, true, 0.541876
2, 1, 1, 16, array, false, true, -cl-unsafe-math-optimizations -cl-denorms-are-zero, 64, true, 0.603132
