KERNEL_TRANS_DATA_SPLIT, KERNEL_TRANS_GRID_BLOCK_SIZE, KERNEL_TRANS_MAX_DIM_UNROLL, KERNEL_TRANS_PREFETCH_SIZE, KERNEL_TRANS_STORE_DATA, KERNEL_TRANS_TRANSFER_WHOLE_GRID, KERNEL_TRANS_USE_LOCAL_MEMORY, OPTIMIZATION_FLAGS, TRANS_LOCAL_SIZE, VERBOSE, duration
8, 1, 2, 32, array, false, true, -cl-unsafe-math-optimizations -cl-denorms-are-zero, 128, true, 0.210736
1, 1, 2, 32, array, false, true, -cl-unsafe-math-optimizations -cl-denorms-are-zero, 128, true, 0.279189
8, 1, 2, 32, array, false, true, -cl-unsafe-math-optimizations -cl-denorms-are-zero, 128, true, 0.211124
8, 1, 1, 32, array, false, true, -cl-unsafe-math-optimizations -cl-denorms-are-zero, 128, true, 0.207679
8, 1, 2, 16, array, false, true, -cl-unsafe-math-optimizations -cl-denorms-are-zero, 128, true, 0.22394
8, 1, 2, 32, array, false, true, -cl-unsafe-math-optimizations -cl-denorms-are-zero, 128, true, 0.211604
8, 1, 2, 32, array, true, true, -cl-unsafe-math-optimizations -cl-denorms-are-zero, 128, true, 0.20791
8, 1, 2, 32, array, false, false, -cl-unsafe-math-optimizations -cl-denorms-are-zero, 128, true, 0.520124
8, 1, 2, 32, array, false, true, -cl-unsafe-math-optimizations -cl-denorms-are-zero, 128, true, 0.211396
8, 1, 2, 16, array, false, true, -cl-unsafe-math-optimizations -cl-denorms-are-zero, 64, true, 0.229015
