KERNEL_TRANS_DATA_SPLIT, KERNEL_TRANS_GRID_BLOCK_SIZE, KERNEL_TRANS_MAX_DIM_UNROLL, KERNEL_TRANS_PREFETCH_SIZE, KERNEL_TRANS_STORE_DATA, KERNEL_TRANS_TRANSFER_WHOLE_GRID, KERNEL_TRANS_USE_LOCAL_MEMORY, OPTIMIZATION_FLAGS, TRANS_LOCAL_SIZE, VERBOSE, duration
4, 1, 1, 32, array, false, true, -cl-unsafe-math-optimizations -cl-denorms-are-zero, 128, true, 0.222396
1, 1, 1, 32, array, false, true, -cl-unsafe-math-optimizations -cl-denorms-are-zero, 128, true, 0.251097
4, 1, 1, 32, array, false, true, -cl-unsafe-math-optimizations -cl-denorms-are-zero, 128, true, 0.225003
4, 1, 1, 32, array, false, true, -cl-unsafe-math-optimizations -cl-denorms-are-zero, 128, true, 0.222328
4, 1, 1, 16, array, false, true, -cl-unsafe-math-optimizations -cl-denorms-are-zero, 128, true, 0.229718
4, 1, 1, 32, array, false, true, -cl-unsafe-math-optimizations -cl-denorms-are-zero, 128, true, 0.223664
4, 1, 1, 32, array, true, true, -cl-unsafe-math-optimizations -cl-denorms-are-zero, 128, true, 0.223541
4, 1, 1, 32, array, false, false, -cl-unsafe-math-optimizations -cl-denorms-are-zero, 128, true, 0.436173
4, 1, 1, 32, array, false, true, -cl-unsafe-math-optimizations -cl-denorms-are-zero, 128, true, 0.225026
4, 1, 1, 16, array, false, true, -cl-unsafe-math-optimizations -cl-denorms-are-zero, 64, true, 0.229511
