KERNEL_TRANS_DATA_SPLIT, KERNEL_TRANS_GRID_BLOCK_SIZE, KERNEL_TRANS_MAX_DIM_UNROLL, KERNEL_TRANS_PREFETCH_SIZE, KERNEL_TRANS_STORE_DATA, KERNEL_TRANS_TRANSFER_WHOLE_GRID, KERNEL_TRANS_USE_LOCAL_MEMORY, OPTIMIZATION_FLAGS, TRANS_LOCAL_SIZE, VERBOSE, duration
8, 1, 4, 128, array, true, true, -cl-unsafe-math-optimizations -cl-denorms-are-zero, 256, true, 4.10086
1, 1, 4, 128, array, true, true, -cl-unsafe-math-optimizations -cl-denorms-are-zero, 256, true, 4.13224
8, 1, 4, 128, array, true, true, -cl-unsafe-math-optimizations -cl-denorms-are-zero, 256, true, 4.1003
8, 1, 1, 128, array, true, true, -cl-unsafe-math-optimizations -cl-denorms-are-zero, 256, true, 4.21072
8, 1, 4, 16, array, true, true, -cl-unsafe-math-optimizations -cl-denorms-are-zero, 256, true, 4.1478
8, 1, 4, 128, array, true, true, -cl-unsafe-math-optimizations -cl-denorms-are-zero, 256, true, 4.10027
8, 1, 4, 128, array, true, true, -cl-unsafe-math-optimizations -cl-denorms-are-zero, 256, true, 4.10043
8, 1, 4, 128, array, true, false, -cl-unsafe-math-optimizations -cl-denorms-are-zero, 256, true, 7.58461
8, 1, 4, 128, array, true, true, -cl-unsafe-math-optimizations -cl-denorms-are-zero, 256, true, 4.1
8, 1, 4, 16, array, true, true, -cl-unsafe-math-optimizations -cl-denorms-are-zero, 64, true, 4.11578
