KERNEL_TRANS_DATA_SPLIT, KERNEL_TRANS_GRID_BLOCK_SIZE, KERNEL_TRANS_MAX_DIM_UNROLL, KERNEL_TRANS_PREFETCH_SIZE, KERNEL_TRANS_STORE_DATA, KERNEL_TRANS_TRANSFER_WHOLE_GRID, KERNEL_TRANS_USE_LOCAL_MEMORY, OPTIMIZATION_FLAGS, TRANS_LOCAL_SIZE, VERBOSE, duration
4, 1, 1, 32, array, true, false, -cl-unsafe-math-optimizations -cl-denorms-are-zero, 64, true, 0.712245
1, 1, 1, 32, array, true, false, -cl-unsafe-math-optimizations -cl-denorms-are-zero, 64, true, 0.739612
4, 1, 1, 32, array, true, false, -cl-unsafe-math-optimizations -cl-denorms-are-zero, 64, true, 0.709629
4, 1, 1, 32, array, true, false, -cl-unsafe-math-optimizations -cl-denorms-are-zero, 64, true, 0.708519
4, 1, 1, 16, array, true, false, -cl-unsafe-math-optimizations -cl-denorms-are-zero, 64, true, 0.709438
4, 1, 1, 32, array, true, false, -cl-unsafe-math-optimizations -cl-denorms-are-zero, 64, true, 0.708707
4, 1, 1, 32, array, true, false, -cl-unsafe-math-optimizations -cl-denorms-are-zero, 64, true, 0.707845
4, 1, 1, 32, array, true, false, -cl-unsafe-math-optimizations -cl-denorms-are-zero, 64, true, 0.706484
4, 1, 1, 32, array, true, false, -cl-unsafe-math-optimizations -cl-denorms-are-zero, 64, true, 0.709037
4, 1, 1, 16, array, true, false, -cl-unsafe-math-optimizations -cl-denorms-are-zero, 64, true, 0.708048
