dataset_size;refinement_steps;total_duration_generate_b;avr_gflops_generate_b;total_duration_density;avr_gflops_density;duration_create_graph;gflops_create_graph;duration_prune_graph;gflops_prune_graph
20000;0;0.0408732;9.40715;0.0103263;29.8937;0.0134924;474.34;0.182675;13.1341
40000;0;0.0448312;17.1532;0.00865955;39.6082;0.0200586;1276.26;0.178715;26.8503
60000;0;0.0440024;26.2145;0.00759204;40.6597;0.0472307;1219.55;0.231534;31.0876
80000;0;0.0439292;35.0108;0.00672363;45.9113;0.0497564;2058.03;0.225263;42.604
100000;0;0.0466042;41.2517;0.00737096;46.5325;0.0674967;2370.49;0.23231;51.6396
200000;0;0.0543144;70.7915;0.00713899;38.4356;0.240734;2658.53;0.249605;96.1232
400000;0;0.0888053;86.5939;0.00828914;41.3781;0.822672;3111.81;0.287127;167.123
600000;0;0.100095;115.241;0.00745045;41.4324;1.70312;3382.04;0.130474;551.67
800000;0;0.144576;106.38;0.00763774;44.9072;2.93533;3488.54;0.360926;265.902
1000000;0;0.161366;119.139;0.00800845;38.5456;4.60621;3473.57;0.394673;303.958
