dataset_size;refinement_steps;total_duration_generate_b;avr_gflops_generate_b;total_duration_density;avr_gflops_density;duration_create_graph;gflops_create_graph;duration_prune_graph;gflops_prune_graph
20000;0;0.115498;269.357;1.23463;465.253;0.480373;26.6459;0.560891;339.585
40000;0;0.16728;371.951;1.23969;463.353;0.509552;100.48;0.938086;406.082
60000;0;0.232424;401.551;1.23333;465.745;0.553146;208.263;1.3157;434.302
80000;0;0.280501;443.637;1.23317;465.804;0.637103;321.455;1.70968;445.627
100000;0;0.306536;507.445;1.23161;466.395;0.758468;421.903;2.07342;459.313
200000;0;0.537342;578.963;1.21558;472.543;1.78537;716.937;3.97522;479.143
400000;0;0.886515;701.852;1.23643;464.574;5.8248;879.001;7.75436;491.259
600000;0;1.49441;624.53;1.23795;464.003;12.5797;915.764;11.482;497.658
800000;0;1.64038;758.609;1.23334;465.741;22.1452;924.807;15.3189;497.346
1000000;0;2.44841;635.312;1.23453;465.292;34.1959;935.785;19.0981;498.663
