dataset_size;refinement_steps;total_duration_generate_b;avr_gflops_generate_b;total_duration_density;avr_gflops_density;duration_create_graph;gflops_create_graph;duration_prune_graph;gflops_prune_graph
20000;1;0.343514;36.71295;0.435206;107.1935;0.584252;21.9083;0.280024;136.638
40000;1;0.39209099999999997;64.0849;0.060813400000000004;766.335;0.526965;97.1602;0.304162;251.945
60000;1;0.40796;92.25595;0.0568072;819.2135;0.615952;187.027;0.296264;387.445
80000;1;0.426601;117.56800000000001;0.0557403;835.8205;0.667797;306.68;0.362301;422.632
100000;1;0.450088;139.25;0.056237499999999996;828.642;0.694647;460.665;0.394538;485.353
200000;1;0.508092;248.102;0.0548646;849.9385;0.984718;1299.86;0.48623;786.912
400000;1;0.66974;374.052;0.0540907;860.596;2.18922;2338.73;0.708169;1080.59
600000;1;0.847792;443.80899999999997;0.054534799999999994;854.175;4.00263;2878.11;0.921345;1246.24
800000;1;1.009122;498.0935;0.053872;866.01;6.84715;2991.03;1.15493;1328.29
1000000;1;1.124191;558.877;0.053477;871.8565;10.1897;3140.42;1.37507;1393.89
