dataset_size;refinement_steps;total_duration_generate_b;avr_gflops_generate_b;total_duration_density;avr_gflops_density;duration_create_graph;gflops_create_graph;duration_prune_graph;gflops_prune_graph
20000;0;0.352541;22.3024;1.0793;62.9667;0.619927;15.4857;0.937735;51.667
40000;0;0.367901;42.7425;1.06314;63.9242;0.658856;58.2828;1.00968;95.9711
60000;0;0.387993;60.7936;1.03541;56.2596;0.752357;114.839;1.07288;135.477
80000;0;0.415305;75.7275;1.06208;63.9879;0.872377;176.071;1.20982;160.189
100000;0;0.432422;90.9124;1.05224;64.5862;1.04176;230.38;1.25661;192.781
200000;0;0.516541;152.215;1.01263;67.1125;2.30393;416.68;1.68937;286.794
400000;0;0.728499;215.855;1.0208;66.5751;7.30173;525.903;2.50138;387.386
600000;0;0.938124;251.433;1.05426;55.2534;15.5601;555.265;3.29343;441.333
800000;0;1.11177;282.881;1.05349;64.5097;27.2419;563.838;4.07751;475.29
1000000;0;1.36771;287.433;1.07811;63.0366;42.0129;571.253;4.82037;502.555
