dataset_size;refinement_steps;total_duration_generate_b;avr_gflops_generate_b;total_duration_density;avr_gflops_density;duration_create_graph;gflops_create_graph;duration_prune_graph;gflops_prune_graph
20000;0;0.12577;751.818;3.43182;994.222;0.575255;27.8138;0.498938;1155.73
40000;0;0.173049;1092.82;3.43141;994.341;0.595342;107.501;0.858931;1342.69
60000;0;0.24209;1171.75;3.42869;995.128;0.615692;233.883;1.22111;1416.67
80000;0;0.293474;1288.78;3.42878;995.103;0.662929;386.165;1.58615;1454.18
100000;0;0.327002;1445.8;3.42891;995.064;0.744085;537.573;1.94846;1479.73
200000;0;0.622049;1520.07;3.42996;994.762;1.36123;1175.41;3.75078;1537.38
400000;0;1.05124;1798.95;3.43071;994.542;3.83867;1667.25;7.33644;1571.98
600000;0;1.78536;1588.85;3.42872;995.12;8.04026;1790.99;10.7662;1606.79
800000;0;1.94923;1940.38;3.43024;994.678;13.8582;1847.29;14.3585;1606.4
1000000;0;2.93462;1611.05;3.42896;995.051;21.3535;1873.23;17.8052;1619.29
