dataset_size;refinement_steps;total_duration_generate_b;avr_gflops_generate_b;total_duration_density;avr_gflops_density;duration_create_graph;gflops_create_graph;duration_prune_graph;gflops_prune_graph
20000;0;0.0672824;19.0317;0.142165;24.0822;0.278863;22.9503;0.263336;30.3427
40000;0;0.08141;31.4581;0.142772;23.9798;0.296927;86.2165;0.280655;56.9406
60000;0;0.108055;35.5515;0.141153;24.2549;0.32394;177.811;0.283888;84.4382
80000;0;0.106899;47.9144;0.139886;24.4747;0.355704;287.88;0.29894;106.915
100000;0;0.127551;50.1958;0.142902;23.958;0.400772;399.229;0.309641;129.025
200000;0;0.18648;68.6669;0.142515;24.0231;0.949306;674.176;0.358317;222.996
400000;0;0.203652;125.754;0.140558;24.3576;3.05143;838.95;0.446546;357.872
600000;0;0.477728;80.4118;0.142925;23.9542;6.59299;873.655;0.549558;436.186
800000;0;0.366217;139.862;0.143083;23.9277;11.5058;889.988;0.657536;486.077
1000000;0;0.685277;93.4293;0.140612;24.3483;17.9638;890.68;0.75486;529.259
