dataset_size;refinement_steps;total_duration_generate_b;avr_gflops_generate_b;total_duration_density;avr_gflops_density;duration_create_graph;gflops_create_graph;duration_prune_graph;gflops_prune_graph
20000;0;0.0264059;297.755;0.0612785;1109.04;0.0102771;934.117;0.269345;179.881
40000;0;0.0297497;528.577;0.0472476;1438.38;0.0189203;2029.57;0.28608;338.716
60000;0;0.0464296;508.027;0.0394278;1477.42;0.0317498;2721.27;0.308127;471.722
80000;0;0.0508805;618.115;0.0454136;1496.47;0.0526135;2919.4;0.318019;609.397
100000;0;0.0492138;798.81;0.0456337;1489.25;0.071313;3365.45;0.326142;742.774
200000;0;0.0657927;1195.04;0.0448298;1515.96;0.250074;3838.87;0.379118;1277.97
400000;0;0.129367;1215.53;0.0461308;1473.21;0.8988;4272.37;0.499461;1940.09
600000;0;0.16688;1413.44;0.0399525;1458.02;1.90919;4525.48;0.619736;2345.35
800000;0;0.217284;1447.42;0.0434412;1564.42;3.30614;4645.9;0.744028;2604.74
1000000;0;0.282176;1393.19;0.0459279;1479.72;5.13913;4670.05;0.872789;2775.58
