dim;dataset_size;refinement_steps;total_duration_generate_b;avr_gflops_generate_b;total_duration_density;avr_gflops_density;density_iterations;avr_density_duration_per_iteration
4;500000;0;1.28467;2.0336;0.181303;0.0978169;7.0;0.02590042857142857
5;500000;0;1.56182;3.48345;0.315945;0.168456;6.0;0.052657499999999996
6;500000;0;1.79945;5.6031;0.19233;0.664069;5.0;0.038466
7;500000;0;2.08542;8.23743;0.117231;2.17827;4.0;0.02930775
8;500000;0;2.36117;11.6317;0.117615;4.87205;4.0;0.02940375
9;500000;0;2.53645;16.4689;0.142954;8.26398;4.0;0.0357385
10;500000;0;2.76253;22.0922;0.147315;11.5787;3.0;0.049105
11;500000;0;3.03605;28.4127;0.210476;14.7434;3.0;0.07015866666666666
12;500000;0;3.16402;37.4803;0.201667;26.6953;3.0;0.06722233333333334
13;500000;0;3.48894;45.6369;0.279698;32.0682;3.0;0.09323266666666667
14;500000;0;3.65234;57.3557;0.276736;52.148;3.0;0.09224533333333333
15;500000;0;5.43577;49.8127;0.329917;45.5136;2.0;0.1649585
16;500000;0;5.89763;58.429;0.398237;57.2961;2.0;0.1991185
17;500000;0;6.39344;67.655;0.61533;55.0285;2.0;0.307665
18;500000;0;6.5352;82.0686;0.556073;88.4728;2.0;0.2780365
19;500000;0;6.98401;94.1784;0.734777;95.452;2.0;0.3673885
20;500000;0;7.06633;113.023;0.760587;129.224;2.0;0.3802935
21;500000;0;7.36962;130.41;0.889356;152.479;2.0;0.444678
22;500000;0;10.7996;106.213;2.02662;91.0223;2.0;1.01331
23;500000;0;11.3786;119.416;2.45582;100.859;2.0;1.22791
24;500000;0;11.5605;138.277;1.92056;171.118;2.0;0.96028
25;500000;0;12.0625;154.918;2.33708;184.538;2.0;1.16854
26;500000;0;15.56;139.57;2.57063;217.938;2.0;1.285315
27;500000;0;16.0029;156.854;3.64586;197.737;2.0;1.82293
28;500000;0;17.7958;162.207;4.24091;216.835;2.0;2.120455
29;500000;0;20.8983;158.095;6.31552;184.214;2.0;3.15776
30;500000;0;22.5885;166.673;7.01863;208.112;2.0;3.509315
31;500000;0;29.3763;145.44;8.47607;214.812;2.0;4.238035
32;500000;0;24.1045;200.367;15.0932;224.05;3.0;5.031066666666667
33;500000;0;27.1864;200.091;17.7868;233.913;3.0;5.928933333333333
34;500000;0;29.0043;210.515;28.0837;181.19;3.0;9.361233333333333
35;500000;0;33.3078;205.094;25.1573;245.989;3.0;8.385766666666667
36;500000;0;34.616;220.113;20.1071;248.208;2.0;10.05355
37;500000;0;40.6728;208.343;27.6317;217.391;2.0;13.81585
38;500000;0;44.7144;210.184;28.0537;256.487;2.0;14.02685
39;500000;0;46.7568;222.348;31.419;273.085;2.0;15.7095
40;500000;0;52.5481;218.309;38.4068;265.241;2.0;19.2034
41;500000;0;61.3626;205.801;68.946;174.708;2.0;34.473
42;500000;0;67.4187;205.738;53.8194;263.604;2.0;26.9097
43;500000;0;78.4009;193.902;85.4754;194.758;2.0;42.7377
44;500000;0;72.4529;229.491;73.0869;266.312;2.0;36.54345
45;500000;0;79.1022;229.455;86.5459;262.055;2.0;43.27295
46;500000;0;83.1894;237.719;99.4192;264.946;2.0;49.7096
47;500000;0;110.128;195.299;159.802;190.842;2.0;79.901
48;500000;0;107.744;216.731;136.898;257.147;2.0;68.449
49;500000;0;124.666;203.029;155.147;261.158;2.0;77.5735
50;500000;0;121.676;225.115;193.306;240.586;2.0;96.653
51;500000;0;134.547;219.976;189.549;280.868;2.0;94.7745
52;500000;0;141.169;226.208;247.709;245.403;2.0;123.8545
53;500000;0;161.355;213.231;355.05;195.011;2.0;177.525
54;500000;0;162.68;227.557;276.262;284.787;2.0;138.131
55;500000;0;172.956;229.99;368.02;242.364;2.0;184.01
56;500000;0;186.674;228.68;406.494;248.212;2.0;203.247
57;500000;0;204.863;223.349;385.076;295.762;2.0;192.538
58;500000;0;217.778;224.934;535.664;239.504;2.0;267.832
59;500000;0;246.5;212.509;733.932;196.516;2.0;366.966
60;500000;0;243.385;229.904;547.683;295.488;2.0;273.8415
61;500000;0;277.962;214.8;952.158;190.354;2.0;476.079
62;500000;0;279.914;227.366;848.189;238.891;2.0;424.0945
63;500000;0;293.392;230.992;769.771;293.759;2.0;384.8855
