dataset_size;refinement_steps;total_duration_generate_b;avr_gflops_generate_b;total_duration_density;avr_gflops_density;duration_create_graph;gflops_create_graph;duration_prune_graph;gflops_prune_graph
20000;1;0.1803197;177.961;0.5746899999999999;341.9925;0.625277;25.5887;0.197925;483.557
40000;1;0.21212;288.2115;0.567569;314.2905;0.63782;100.342;0.248396;693.992
60000;1;0.287486;317.43100000000004;0.559428;316.11199999999997;0.686029;209.904;0.311045;824.357
80000;1;0.38247600000000004;333.00750000000005;0.568677;340.394;0.740237;345.835;0.394807;954.595
100000;1;0.34535099999999996;465.91700000000003;0.573664;342.44500000000005;0.787883;507.69;0.455019;1051.2
200000;1;0.536464;606.588;0.572731;350.67449999999997;1.23288;1297.78;0.784529;1247.26
400000;1;0.875039;742.1610000000001;0.57365;344.60450000000003;3.01339;2123.86;1.40598;1369.59
600000;1;1.198074;807.8625;0.577979;343.613;5.91302;2435.3;2.01873;1437.67
800000;1;1.3454;973.9715000000001;0.573299;348.4845;10.7448;2382.54;2.61444;1489
1000000;1;2.135566;759.178;0.571781;343.83349999999996;17.328;2308.4;3.17584;1507.28
