dataset_size;refinement_steps;total_duration_generate_b;avr_gflops_generate_b;total_duration_density;avr_gflops_density;duration_create_graph;gflops_create_graph;duration_prune_graph;gflops_prune_graph
20000;1;0.030884500000000002;411.2685;0.0438963;1060.1599999999999;0.0140387;911.764;0.02173;1760.79
40000;1;0.0455939;554.3255;0.040560700000000005;1149.425;0.0236264;2167.07;0.0429877;1782.65
60000;1;0.0576759;654.6865;0.0388593;1197.51;0.0443358;2598.35;0.0497015;2309.51
80000;1;0.070408;715.3834999999999;0.0379525;1226.975;0.0727465;2815.26;0.0625498;2447.97
100000;1;0.08380599999999999;750.649;0.038167599999999996;1222.105;0.118658;2696.83;0.0668758;2863.37
200000;1;0.1395041;906.4975;0.0383208;1215.495;0.325651;3930.58;0.119411;3204.22
400000;1;0.269996;929.0785000000001;0.038172899999999996;1219.5;1.1631;4402.02;0.221375;3456.76
600000;1;0.39547699999999997;951.0655;0.0376511;1241.39;2.52266;4566.6;0.319229;3596.86
800000;1;0.538045;932.0554999999999;0.0375396;1242.9650000000001;4.42905;4624.02;0.422105;3634.35
1000000;1;0.6400330000000001;979.745;0.036406999999999995;1281.545;6.91335;4628.72;0.534081;3588.78
