dim;dataset_size;refinement_steps;total_duration_generate_b;avr_gflops_generate_b;total_duration_density;avr_gflops_density;density_iterations;avr_density_duration_per_iteration
4;500000;0;0.999114;2.61482;0.190916;0.0928917;7.0;0.027273714285714287
5;500000;0;1.25647;4.32999;0.333722;0.159483;6.0;0.055620333333333334
6;500000;0;1.49272;6.75446;0.212641;0.600639;5.0;0.0425282
7;500000;0;1.75172;9.80664;0.131663;1.9395;4.0;0.03291575
8;500000;0;2.0051;13.6973;0.147914;3.87407;4.0;0.0369785
9;500000;0;2.26436;18.4478;0.15368;7.68721;4.0;0.03842
10;500000;0;2.40408;25.3862;0.160445;10.6311;3.0;0.05348166666666667
11;500000;0;2.54754;33.8611;0.231384;13.4112;3.0;0.077128
12;500000;0;2.75518;43.0421;0.219375;24.5404;3.0;0.073125
13;500000;0;3.10418;51.2936;0.30453;29.4533;3.0;0.10151
14;500000;0;3.35401;62.4572;0.292871;49.2751;3.0;0.09762366666666666
15;500000;0;5.21626;51.9089;0.351956;42.6635;2.0;0.175978
16;500000;0;5.68302;60.6355;0.423057;53.9346;2.0;0.2115285
17;500000;0;6.06041;71.3728;0.558592;60.618;2.0;0.279296
18;500000;0;6.26238;85.6439;0.574922;85.5723;2.0;0.287461
19;500000;0;6.62626;99.2631;0.769429;91.1532;2.0;0.3847145
20;500000;0;6.81273;117.231;0.798631;123.068;2.0;0.3993155
21;500000;0;7.08597;135.63;0.925142;146.581;2.0;0.462571
22;500000;0;7.84069;146.296;1.12471;164.013;2.0;0.562355
23;500000;0;8.43537;161.083;1.42318;174.042;2.0;0.71159
24;500000;0;11.2606;141.96;1.98139;165.865;2.0;0.990695
25;500000;0;11.8082;158.254;2.41529;178.562;2.0;1.207645
26;500000;0;15.2386;142.514;2.63575;212.553;2.0;1.317875
27;500000;0;15.675;160.135;3.72824;193.367;2.0;1.86412
28;500000;0;16.5105;174.834;4.45965;206.199;2.0;2.229825
29;500000;0;20.6518;159.981;5.85594;198.671;2.0;2.92797
30;500000;0;21.1368;178.12;6.52259;223.939;2.0;3.261295
31;500000;0;22.6589;188.556;7.71699;235.942;2.0;3.858495
32;500000;0;23.6171;204.501;14.9556;226.11;3.0;4.9852
33;500000;0;27.3521;198.879;17.7574;234.3;3.0;5.919133333333334
34;500000;0;31.7663;192.211;20.6218;246.753;3.0;6.8739333333333335
35;500000;0;32.7795;208.399;25.6545;241.221;3.0;8.551499999999999
36;500000;0;33.9366;224.519;20.3559;245.174;2.0;10.17795
37;500000;0;40.0033;211.83;27.7172;216.72;2.0;13.8586
38;500000;0;44.6647;210.418;28.6401;251.236;2.0;14.32005
39;500000;0;46.2994;224.545;32.4427;264.469;2.0;16.22135
40;500000;0;51.3907;223.225;38.6252;263.742;2.0;19.3126
41;500000;0;60.9027;207.355;69.2465;173.95;2.0;34.62325
42;500000;0;67.8304;204.49;53.6638;264.368;2.0;26.8319
43;500000;0;67.4209;225.481;84.4413;197.143;2.0;42.22065
44;500000;0;72.035;230.822;76.0006;256.102;2.0;38.0003
45;500000;0;78.2185;232.047;88.3644;256.662;2.0;44.1822
46;500000;0;82.2584;240.41;102.547;256.864;2.0;51.2735
47;500000;0;90.743;237.02;162.26;187.951;2.0;81.13
48;500000;0;98.6369;236.741;133.299;264.089;2.0;66.6495
49;500000;0;120.856;209.429;157.806;256.758;2.0;78.903
50;500000;0;120.371;227.556;166.616;279.125;2.0;83.308
51;500000;0;131.793;224.572;189.121;281.505;2.0;94.5605
52;500000;0;141.048;226.402;214.203;283.79;2.0;107.1015
53;500000;0;153.26;224.494;356.265;194.346;2.0;178.1325
54;500000;0;159.97;231.412;278.025;282.981;2.0;139.0125
55;500000;0;169.45;234.748;374.457;238.197;2.0;187.2285
56;500000;0;183.808;232.246;351.277;287.229;2.0;175.6385
57;500000;0;200.463;228.251;397.585;286.457;2.0;198.7925
58;500000;0;215.213;227.615;522.869;245.364;2.0;261.4345
59;500000;0;233.096;224.73;739.51;195.034;2.0;369.755
60;500000;0;245.987;227.472;551.452;293.468;2.0;275.726
61;500000;0;264.9;225.392;956.018;189.586;2.0;478.009
62;500000;0;276.818;229.909;817.772;247.776;2.0;408.886
63;500000;0;291.441;232.538;771.869;292.96;2.0;385.9345
