dataset_size;refinement_steps;total_duration_generate_b;avr_gflops_generate_b;total_duration_density;avr_gflops_density;duration_create_graph;gflops_create_graph;duration_prune_graph;gflops_prune_graph
20000;0;0.0439903;0.838685;0.0106191;0.658174;0.0270479;143.154;0.0220546;10.8092
40000;0;0.0468752;1.57414;0.00689177;1.08658;0.0343094;451.421;0.203617;2.34157
60000;0;0.034619;3.19714;0.00621416;1.12473;0.0293752;1186.31;0.0248393;28.7921
80000;0;0.0338595;4.35848;0.0054825;1.18377;0.0527246;1175.01;0.0310932;30.668
100000;0;0.0439541;4.19688;0.0064442;1.16205;0.0598828;1616.49;0.04448;26.7977
200000;0;0.0512454;7.19947;0.00579006;1.20711;0.183632;2108.56;0.229214;10.4004
400000;0;0.0826777;8.92478;0.00612733;1.22214;0.629071;2462.04;0.10706;44.5344
600000;0;0.0772997;14.3186;0.00718534;1.04218;1.34354;2593.75;0.104899;68.1777
800000;0;0.0836171;17.649;0.00561679;1.06658;2.34906;2637.31;0.158471;60.1731
1000000;0;0.113179;16.2989;0.0061072;1.14442;3.60863;2682.46;0.348167;34.2353
