dataset_size;refinement_steps;total_duration_generate_b;avr_gflops_generate_b;total_duration_density;avr_gflops_density;duration_create_graph;gflops_create_graph;duration_prune_graph;gflops_prune_graph
20000;1;0.16492869999999998;75.9349;0.376942;123.452;0.48792;26.2338;0.207975;183.974
40000;1;0.1973892;126.9705;0.37790100000000004;123.316;0.510736;100.248;0.232963;328.945
60000;1;0.274706;136.757;0.37712999999999997;123.39099999999999;0.538867;213.782;0.267186;429.61
80000;1;0.333178;150.38600000000002;0.378357;123.048;0.577597;354.572;0.282849;541.348
100000;1;0.298691;209.721;0.375366;124.0865;0.635392;503.626;0.299041;640.348
200000;1;0.467375;268.0145;0.370977;125.45349999999999;1.03014;1242.55;0.389512;982.305
400000;1;0.673244;372.007;0.37848499999999996;122.951;2.62851;1947.87;0.64394;1188.37
600000;1;1.0705;350.9905;0.36846199999999996;126.33250000000001;5.21792;2207.77;0.894356;1283.85
800000;1;0.984332;509.468;0.374535;124.53649999999999;8.85346;2313.22;1.15389;1329.48
1000000;1;1.702813;368.0435;0.37436800000000003;124.53450000000001;13.5163;2367.52;1.4053;1363.91
