dataset_size;refinement_steps;total_duration_generate_b;avr_gflops_generate_b;total_duration_density;avr_gflops_density;duration_create_graph;gflops_create_graph;duration_prune_graph;gflops_prune_graph
20000;0;0.0730155;25.9553;0.182395;18.5548;0.364448;26.3412;0.203131;57.4907
40000;0;0.0887146;42.7244;0.178814;18.9264;0.394386;97.3666;0.220331;106.006
60000;0;0.120221;47.2915;0.181957;18.5994;0.421674;204.897;0.237454;147.542
80000;0;0.135375;55.9967;0.181794;18.6161;0.474035;324.027;0.246085;189.823
100000;0;0.13821;68.5602;0.182253;18.5693;0.562508;426.66;0.273549;213.456
200000;0;0.225241;84.1382;0.189099;17.897;1.32958;722.031;0.346583;336.951
400000;0;0.282458;134.189;0.182041;18.5908;4.41306;870.145;0.500215;466.926
600000;0;0.531656;106.938;0.180679;18.731;9.56342;903.443;0.64085;546.688
800000;0;0.433744;174.77;0.182416;18.5527;16.8307;912.62;0.793989;588.328
1000000;0;0.850432;111.422;0.181755;18.6201;25.98;923.788;0.944833;618.001
