dataset_size;refinement_steps;total_duration_generate_b;avr_gflops_generate_b;total_duration_density;avr_gflops_density;duration_create_graph;gflops_create_graph;duration_prune_graph;gflops_prune_graph
20000;0;0.193538;6.61627;0.409657;9.28596;0.441196;14.506;0.623594;12.8133
40000;0;0.207228;12.3584;0.429605;8.85479;0.474037;54.0042;0.616647;25.9154
60000;0;0.210086;18.2854;0.436969;8.70555;0.50858;113.257;0.63404;37.8067
80000;0;0.215684;23.7478;0.431632;8.81321;0.546345;187.427;0.641723;49.8054
100000;0;0.217588;29.4249;0.431225;8.82151;0.612115;261.389;0.656228;60.8807
200000;0;0.249698;51.282;0.430281;8.84087;1.1015;581.026;0.718309;111.238
400000;0;0.272968;93.8204;0.421865;9.01723;3.03008;844.862;0.814651;196.166
600000;0;0.317311;121.064;0.425181;8.05223;6.26887;918.826;0.928387;258.2
800000;0;0.37349;137.139;0.414038;9.1877;10.6675;959.924;1.03953;307.458
1000000;0;0.413739;154.747;0.441599;8.61428;16.4361;973.466;1.22061;327.308
