dataset_size;refinement_steps;total_duration_generate_b;avr_gflops_generate_b;total_duration_density;avr_gflops_density;duration_create_graph;gflops_create_graph;duration_prune_graph;gflops_prune_graph
20000;0;0.199565;1.92669;0.375629;0.821795;0.463315;13.8135;0.766805;3.12893
40000;0;0.205683;3.73876;0.397269;0.777031;0.512501;49.9511;0.788052;6.08914
60000;0;0.218754;5.27305;0.40167;0.768518;0.592029;97.2925;0.791472;9.09424
80000;0;0.224132;6.86202;0.383488;0.804954;0.674859;151.735;0.790222;12.1448
100000;0;0.244959;7.84824;0.404565;0.763017;0.792479;201.898;0.799665;15.0018
200000;0;0.255875;15.0268;0.395246;0.694229;1.7667;362.258;0.847053;28.325
400000;0;0.331371;23.2066;0.402609;0.766726;5.5103;464.585;0.906875;52.9131
600000;0;0.351278;32.8372;0.385113;0.801558;11.7062;492.046;1.00491;71.6268
800000;0;0.442685;34.7425;0.409098;0.754563;20.467;500.317;1.03433;92.7856
1000000;0;0.424341;45.3055;0.386961;0.797729;31.4701;508.419;1.10806;108.264
