dataset_size;refinement_steps;total_duration_generate_b;avr_gflops_generate_b;total_duration_density;avr_gflops_density;duration_create_graph;gflops_create_graph;duration_prune_graph;gflops_prune_graph
20000;0;0.0286069;219.282;0.0292325;798.922;0.0157158;814.466;0.294714;130.316
40000;0;0.0314724;398.633;0.0266063;877.78;0.0288059;1777.41;0.313918;244.688
60000;0;0.0576302;326.546;0.0257161;908.168;0.0722975;1593.42;0.337738;341.146
80000;0;0.0596192;420.87;0.0260775;895.58;0.0893676;2291.66;0.36146;425.01
100000;0;0.0760361;412.5;0.0267071;874.467;0.14463;2212.55;0.377346;508.897
200000;0;0.114189;549.351;0.0260459;896.667;0.412028;3106.58;0.496178;774.036
400000;0;0.185186;677.48;0.0270574;863.147;1.58813;3223.91;0.717866;1070.01
600000;0;0.272002;691.867;0.0255173;915.241;3.47335;3316.68;0.896847;1284.7
800000;0;0.34405;729.31;0.0260105;897.889;6.16924;3319.7;1.1568;1328.01
1000000;0;0.407307;770.055;0.0256472;910.606;9.61032;3329.76;1.37798;1393.56
