dim;dataset_size;refinement_steps;total_duration_generate_b;avr_gflops_generate_b;total_duration_density;avr_gflops_density;density_iterations;avr_density_duration_per_iteration
4;500000;0;0.465009;1761.71;3.44203;723.747;10.0;0.344203
5;500000;0;0.563186;1803.71;2.99948;721.702;7.0;0.42849714285714285
6;500000;0;0.659648;1838.0;2.52392;731.757;5.0;0.504784
7;500000;0;0.760018;1853.96;2.43691;705.008;4.0;0.6092275
8;500000;0;0.865397;1855.4;2.65858;736.695;4.0;0.664645
9;500000;0;0.957642;1881.98;2.27362;725.415;3.0;0.7578733333333334
10;500000;0;1.07835;1853.64;2.53013;723.17;3.0;0.8433766666666668
11;500000;0;1.17997;1860.62;3.01371;666.988;3.0;1.00457
12;500000;0;1.27929;1869.87;2.97304;736.788;3.0;0.9910133333333334
13;500000;0;1.38684;1866.63;3.3924;698.884;3.0;1.1308
14;500000;0;1.48207;1879.34;2.45354;693.226;2.0;1.22677
15;500000;0;1.50306;1983.91;3.4286;531.156;2.0;1.7143
16;500000;0;1.63122;1948.57;3.41571;568.369;2.0;1.707855
17;500000;0;1.7034;1981.42;4.15454;496.239;2.0;2.07727
18;500000;0;1.86981;1910.23;3.78638;576.252;2.0;1.89319
19;500000;0;1.95156;1930.95;4.59686;500.814;2.0;2.29843
20;500000;0;2.05174;1932.5;4.28623;565.166;2.0;2.143115
21;500000;0;2.14041;1944.3;4.45162;571.185;2.0;2.22581
22;500000;0;2.24695;1939.61;6.36213;418.564;2.0;3.181065
23;500000;0;2.34065;1945.96;6.3966;435.11;2.0;3.1983
24;500000;0;2.47665;1918.49;4.9996;580.744;2.0;2.4998
25;500000;0;2.59296;1908.26;5.26224;574.613;2.0;2.63112
26;500000;0;2.70984;1898.51;7.44139;422.503;2.0;3.720695
27;500000;0;2.82798;1888.72;7.00444;466.029;2.0;3.50222
28;500000;0;2.92897;1890.73;6.11498;553.483;2.0;3.05749
29;500000;0;3.02892;1893.25;8.06779;434.419;2.0;4.033895
30;500000;0;3.14096;1888.31;6.49567;558.074;2.0;3.247835
31;500000;0;3.14079;1951.01;8.60458;435.271;2.0;4.30229
32;500000;0;4.41106;1433.74;10.4023;557.415;3.0;3.4674333333333336
33;500000;0;3.33775;1953.69;12.6882;471.208;3.0;4.2294
34;500000;0;3.54015;1897.53;9.70489;423.097;2.0;4.852445
35;500000;0;3.58428;1929.02;9.50919;444.452;2.0;4.754595
36;500000;0;3.71853;1912.25;7.91502;549.163;2.0;3.95751
37;500000;0;3.69642;1976.88;8.89181;502.361;2.0;4.445905
38;500000;0;3.77743;1986.53;10.8268;423.688;2.0;5.4134
39;500000;0;3.93299;1957.95;10.073;467.333;2.0;5.0365
40;500000;0;5.85321;1349.21;10.1784;474.309;2.0;5.0892
41;500000;0;5.51837;1466.7;9.98434;495.571;2.0;4.99217
42;500000;0;5.80151;1429.01;11.1241;455.606;2.0;5.56205
43;500000;0;9.14708;927.842;10.4467;496.661;2.0;5.22335
44;500000;0;7.244;1198.74;11.3405;468.124;2.0;5.67025
45;500000;0;5.85763;1516.02;11.7937;460.331;2.0;5.89685
46;500000;0;5.44767;1666.19;13.2047;420.248;2.0;6.60235
47;500000;0;6.00384;1544.59;11.6311;487.445;2.0;5.81555
48;500000;0;5.71153;1658.07;12.7699;453.395;2.0;6.38495
49;500000;0;6.50201;1486.73;13.3502;442.694;2.0;6.6751
50;500000;0;6.00726;1641.9;12.858;468.994;2.0;6.429
51;500000;0;10.7665;934.374;13.3742;459.885;2.0;6.6871
52;500000;0;10.3279;993.092;13.6373;459.831;2.0;6.81865
53;500000;0;9.14642;1142.87;20.1768;316.755;2.0;10.0884
54;500000;0;10.5325;1011.13;14.3818;452.75;2.0;7.1909
55;500000;0;11.2623;963.072;14.3762;461.293;2.0;7.1881
56;500000;0;11.5289;957.851;14.9111;452.809;2.0;7.45555
57;500000;0;12.1025;928.699;20.1783;340.572;2.0;10.08915
58;500000;0;16.3877;697.853;17.6059;397.162;2.0;8.80295
59;500000;0;12.444;934.81;40.4397;175.884;2.0;20.21985
60;500000;0;10.0794;1173.63;15.9543;453.353;2.0;7.97715
61;500000;0;12.808;938.951;58.1463;126.461;2.0;29.07315
62;500000;0;17.6291;693.324;20.2793;368.527;2.0;10.13965
63;500000;0;11.9;1043.64;17.0128;446.354;2.0;8.5064
