dim;dataset_size;refinement_steps;total_duration_generate_b;avr_gflops_generate_b;total_duration_density;avr_gflops_density;density_iterations;avr_density_duration_per_iteration
4;500000;0;4.34234;188.657;9.44999;263.615;10.0;0.9449989999999999
5;500000;0;5.22578;194.387;8.11755;266.673;7.0;1.1596499999999998
6;500000;0;5.93774;204.191;6.80842;271.266;5.0;1.361684
7;500000;0;6.72936;209.388;6.2077;276.759;4.0;1.551925
8;500000;0;7.61282;210.915;7.27404;269.254;4.0;1.81851
9;500000;0;8.31485;216.753;6.04833;272.69;3.0;2.01611
10;500000;0;8.97527;222.709;6.69805;273.171;3.0;2.2326833333333336
11;500000;0;10.6672;205.817;7.3975;271.728;3.0;2.4658333333333333
12;500000;0;11.2706;212.243;7.91461;276.767;3.0;2.6382033333333332
13;500000;0;12.2822;210.77;8.6553;273.924;3.0;2.8851
14;500000;0;12.8298;217.097;6.20403;274.154;2.0;3.102015
15;500000;0;13.4497;221.71;6.54823;278.109;2.0;3.274115
16;500000;0;14.6976;216.263;7.04577;275.539;2.0;3.522885
17;500000;0;15.8844;212.482;7.71632;267.18;2.0;3.85816
18;500000;0;16.2642;219.61;7.89695;276.298;2.0;3.948475
19;500000;0;17.651;213.494;8.51622;270.328;2.0;4.25811
20;500000;0;17.4904;226.695;8.93367;271.158;2.0;4.466835
21;500000;0;18.735;222.13;9.21741;275.858;2.0;4.608705
22;500000;0;19.7406;220.774;9.79011;272.005;2.0;4.895055
23;500000;0;20.9983;216.914;10.1834;273.311;2.0;5.0917
24;500000;0;21.5616;220.365;10.4297;278.387;2.0;5.21485
25;500000;0;22.4528;220.375;11.1951;270.096;2.0;5.59755
26;500000;0;23.0809;222.897;11.4765;273.951;2.0;5.73825
27;500000;0;23.7229;225.152;12.4754;261.657;2.0;6.2377
28;500000;0;25.1563;220.139;12.7552;265.346;2.0;6.3776
29;500000;0;25.9689;220.822;12.951;270.619;2.0;6.4755
30;500000;0;26.0706;227.501;13.1606;275.447;2.0;6.5803
31;500000;0;27.7244;221.022;13.9999;267.525;2.0;6.99995
32;500000;0;28.3721;222.907;22.2265;260.876;3.0;7.408833333333334
33;500000;0;28.6354;227.723;22.3922;267.003;3.0;7.464066666666667
34;500000;0;29.6419;226.623;15.6793;261.882;2.0;7.83965
35;500000;0;29.5989;233.595;16.2737;259.705;2.0;8.13685
36;500000;0;30.4935;233.189;16.511;263.257;2.0;8.2555
37;500000;0;32.2504;226.582;21.6725;206.11;2.0;10.83625
38;500000;0;32.8845;228.192;17.4913;262.254;2.0;8.74565
39;500000;0;32.9191;233.925;17.8527;263.681;2.0;8.92635
40;500000;0;33.5407;235.451;18.4264;261.998;2.0;9.2132
41;500000;0;35.4602;228.251;27.1391;182.318;2.0;13.56955
42;500000;0;35.8919;230.983;18.9231;267.832;2.0;9.46155
43;500000;0;38.2417;221.932;29.0744;178.455;2.0;14.5372
44;500000;0;37.715;230.244;20.9842;252.987;2.0;10.4921
45;500000;0;37.9278;234.136;21.3456;254.338;2.0;10.6728
46;500000;0;39.2278;231.389;21.9906;252.347;2.0;10.9953
47;500000;0;41.6844;222.469;35.2021;161.056;2.0;17.60105
48;500000;0;40.934;231.35;22.9045;252.78;2.0;11.45225
49;500000;0;49.9672;193.461;23.8144;248.171;2.0;11.9072
50;500000;0;46.253;213.247;22.682;265.864;2.0;11.341
51;500000;0;47.4982;211.796;23.3458;263.455;2.0;11.6729
52;500000;0;48.1854;212.856;23.9778;261.527;2.0;11.9889
53;500000;0;50.7991;205.774;40.0544;159.56;2.0;20.0272
54;500000;0;49.2183;216.378;24.6989;263.63;2.0;12.34945
55;500000;0;50.7991;213.515;29.8121;222.448;2.0;14.90605
56;500000;0;51.7513;213.386;25.4673;265.12;2.0;12.73365
57;500000;0;54.1211;207.675;25.7249;267.14;2.0;12.86245
58;500000;0;55.49;206.095;30.3122;230.68;2.0;15.1561
59;500000;0;59.7356;194.738;45.757;155.445;2.0;22.8785
60;500000;0;58.4597;202.352;27.0849;267.047;2.0;13.54245
61;500000;0;59.8532;200.926;48.1824;152.612;2.0;24.0912
62;500000;0;59.4246;205.683;32.6446;228.935;2.0;16.3223
63;500000;0;63.2191;196.448;28.7448;264.177;2.0;14.3724
