dataset_size;refinement_steps;total_duration_generate_b;avr_gflops_generate_b;total_duration_density;avr_gflops_density;duration_create_graph;gflops_create_graph;duration_prune_graph;gflops_prune_graph
20000;0;0.0684346;1381.7;2.33817;1459.25;0.0140259;1140.75;0.747449;771.474
40000;0;0.127678;1481.17;2.33063;1463.98;0.0295344;2166.96;0.998611;1154.88
60000;0;0.174636;1624.34;2.31519;1473.74;0.0563103;2557.26;1.40369;1232.4
80000;0;0.2224;1700.65;2.3156;1473.48;0.0913592;2802.13;1.56778;1471.22
100000;0;0.266342;1775.09;2.3165;1472.91;0.144157;2774.76;1.83769;1568.92
200000;0;0.50294;1880.07;2.31709;1472.53;0.500206;3198.68;3.29889;1747.97
400000;0;0.958864;1972.25;2.31533;1473.65;1.91619;3339.95;6.36975;1810.55
600000;0;1.40473;2019.38;2.31643;1472.95;4.24253;3394.2;9.43178;1834.13
800000;0;1.86437;2028.7;2.31804;1471.93;7.52356;3402.65;12.4466;1853.16
1000000;0;2.32978;2029.29;2.31669;1472.79;11.7279;3410.66;15.4722;1863.46
