dataset_size;refinement_steps;total_duration_generate_b;avr_gflops_generate_b;total_duration_density;avr_gflops_density;duration_create_graph;gflops_create_graph;duration_prune_graph;gflops_prune_graph
20000;0;0.0643746;19.8914;0.128733;29.55;0.252268;25.3699;0.238867;33.451
40000;0;0.0751125;34.0955;0.130444;29.1624;0.265069;96.5785;0.249248;64.1154
60000;0;0.0997378;38.516;0.12905;29.4775;0.281813;204.391;0.259545;92.3576
80000;0;0.0968986;52.8594;0.129094;29.4673;0.301754;339.349;0.257719;124.016
100000;0;0.115285;55.5365;0.129707;29.3282;0.332032;481.881;0.268114;149.01
200000;0;0.161725;79.1778;0.129781;29.3114;0.581067;1101.42;0.287437;277.985
400000;0;0.164067;156.095;0.132178;28.7798;1.68711;1517.38;0.351249;454.966
600000;0;0.412046;93.2298;0.12694;26.9706;3.5294;1632.01;0.400392;598.687
800000;0;0.287021;178.454;0.130902;29.0603;6.09303;1680.61;0.45356;704.676
1000000;0;0.570033;112.318;0.130034;29.2543;9.36942;1707.68;0.50914;784.688
