dataset_size;refinement_steps;total_duration_generate_b;avr_gflops_generate_b;total_duration_density;avr_gflops_density;duration_create_graph;gflops_create_graph;duration_prune_graph;gflops_prune_graph
20000;1;0.332825;2.340955;0.33526;1.8373599999999999;0.0256987;249.04;0.237278;10.0854
40000;1;0.369682;4.17141;0.023388199999999998;30.724;0.0203289;1259.29;0.230845;20.7329
60000;1;0.39261;5.868415000000001;0.020071;32.3682;0.0304525;1891.47;0.232098;30.9314
80000;1;0.41503;7.487354999999999;0.01867414;33.131099999999996;0.044484;2301.95;0.212086;45.1334
100000;1;0.400034;9.70297;0.01933493;35.405649999999994;0.0713211;2243.38;0.233833;51.1698
200000;1;0.44512300000000005;17.26515;0.018637889999999997;31.186750000000004;0.215906;2964.25;0.237762;100.649
400000;1;0.464422;33.11325;0.0197784;32.85785;0.709579;3607.77;0.277055;172.748
600000;1;0.359467;87.36105;0.01699854;37.2834;1.51157;3810.61;0.290105;248.111
800000;1;0.570477;53.9251;0.0210569;34.162800000000004;2.63267;3889.58;0.354524;270.353
1000000;1;0.685266;56.21985;0.0202496;30.415599999999998;4.09874;3903.63;0.422834;282.976
