dataset_size;refinement_steps;total_duration_generate_b;avr_gflops_generate_b;total_duration_density;avr_gflops_density;duration_create_graph;gflops_create_graph;duration_prune_graph;gflops_prune_graph
20000;1;0.40569900000000003;30.955150000000003;0.45054099999999997;103.362;0.558924;22.9011;0.28914;132.33
40000;1;0.375923;67.46785;0.0479271;972.374;0.583279;87.7796;0.269748;284.088
60000;1;0.39832;94.45750000000001;0.0444929;1045.915;0.605797;190.163;0.313376;366.289
80000;1;0.411586;126.3035;0.0432531;1076.395;0.624676;327.85;0.335206;456.794
100000;1;0.444701;141.1955;0.044104000000000004;1057.87;0.596068;536.851;0.333609;573.995
200000;1;0.506232;247.444;0.0452915;1027.88;0.830118;1541.95;0.38293;999.19
400000;1;0.625559;401.6485;0.042533;1095.31;1.66505;3074.98;0.480138;1593.79
600000;1;0.7556229999999999;497.65099999999995;0.0417948;1113.85;2.99942;3840.74;0.520799;2204.73
800000;1;0.8490409999999999;591.8945;0.041729;1118.0349999999999;4.96009;4128.96;0.681161;2252.16
1000000;1;1.020075;614.4575;0.0422436;1104.4;7.46414;4287.17;0.791694;2421.01
