dataset_size;refinement_steps;total_duration_generate_b;avr_gflops_generate_b;total_duration_density;avr_gflops_density;duration_create_graph;gflops_create_graph;duration_prune_graph;gflops_prune_graph
20000;1;0.429234;74.91235;0.591526;332.219;0.398009;40.2001;0.368578;259.669
40000;1;0.376262;162.1105;0.3285253;755.1245;0.409269;156.377;0.385841;446.776
60000;1;0.484042;188.24099999999999;0.3462852;755.7965;0.459966;313.067;0.464071;552.528
80000;1;0.516859;246.546;0.3233525;807.183;0.49478;517.402;0.530067;711.006
100000;1;0.544459;294.738;0.1635409;1201.13;0.567832;704.434;0.535132;893.831
200000;1;0.625805;521.8185;0.36463460000000003;794.23;1.08866;1469.69;0.8352;1171.59
400000;1;0.891015;725.803;0.3593369;818.553;3.14723;2033.53;1.33805;1439.12
600000;1;1.138894;852.3275;0.151966;1306.88;6.43448;2237.94;1.82876;1587.02
800000;1;1.434298;902.6665;0.1520011;1314.3049999999998;11.2562;2274.3;2.4164;1611.03
1000000;1;1.675671;957.8335;0.1498341;1311.9450000000002;17.3751;2302.15;2.90147;1649.82
