dataset_size;refinement_steps;total_duration_generate_b;avr_gflops_generate_b;total_duration_density;avr_gflops_density;duration_create_graph;gflops_create_graph;duration_prune_graph;gflops_prune_graph
20000;1;0.38936000000000004;82.88395;0.5607930000000001;350.5435;0.0306177;522.574;0.315344;303.504
40000;1;0.42016200000000004;145.1335;0.3459446;1044.423;0.0349666;1830.32;0.368078;468.337
60000;1;0.405263;226.39499999999998;0.2991844;1123.3355000000001;0.0550229;2617.09;0.389466;658.369
80000;1;0.43723599999999996;299.159;0.3153719;1148.994;0.0841562;3041.96;0.418734;900.048
100000;1;0.457935;351.196;0.1058288;1856.595;0.1795;2228.41;0.430336;1111.5
200000;1;0.561983;577.815;0.302169;1157.7375;0.497216;3217.92;0.534435;1830.92
400000;1;0.703112;917.523;0.3141637;1237.1945;1.63732;3908.82;0.735177;2619.26
600000;1;0.899032;1076.5349999999999;0.0992777;2000.585;3.49503;4120.14;0.958699;3027.3
800000;1;1.025126;1263.3400000000001;0.0998639;2000.5349999999999;6.44177;3974.07;1.17071;3325.26
1000000;1;1.117521;1439.895;0.096013;2047.815;9.74572;4104.36;1.37702;3476.27
