dim;dataset_size;refinement_steps;total_duration_generate_b;avr_gflops_generate_b;total_duration_density;avr_gflops_density;density_iterations;avr_density_duration_per_iteration
4;500000;0;0.816923;1002.8;2.35565;1057.52;10.0;0.23556499999999997
5;500000;0;0.867174;1171.42;2.06062;1050.52;7.0;0.29437428571428575
6;500000;0;1.03139;1175.53;1.79192;1030.68;5.0;0.358384
7;500000;0;1.1542;1220.8;1.6984;1011.56;4.0;0.4246
8;500000;0;1.26431;1269.99;1.90264;1029.39;4.0;0.47566
9;500000;0;1.37865;1307.27;1.63571;1008.32;3.0;0.5452366666666667
10;500000;0;1.42408;1403.63;1.78323;1026.06;3.0;0.59441
11;500000;0;1.58749;1383.0;1.92938;1041.84;3.0;0.6431266666666667
12;500000;0;1.716;1394.0;2.08135;1052.44;3.0;0.6937833333333333
13;500000;0;1.77138;1461.41;2.37705;997.411;3.0;0.79235
14;500000;0;1.87055;1489.04;1.66254;1023.05;2.0;0.83127
15;500000;0;2.01316;1481.22;1.92548;945.8;2.0;0.96274
16;500000;0;2.11126;1505.52;1.87286;1036.59;2.0;0.93643
17;500000;0;2.22056;1519.96;2.16026;954.35;2.0;1.08013
18;500000;0;2.28446;1563.51;2.07992;1049.04;2.0;1.03996
19;500000;0;2.40268;1568.41;2.31243;995.566;2.0;1.156215
20;500000;0;2.56007;1548.78;2.27941;1062.75;2.0;1.139705
21;500000;0;2.61264;1592.87;2.54347;999.695;2.0;1.271735
22;500000;0;2.75905;1579.6;2.71872;979.491;2.0;1.35936
23;500000;0;2.82554;1612.02;2.82015;986.908;2.0;1.410075
24;500000;0;2.99318;1587.42;2.91969;994.449;2.0;1.459845
25;500000;0;3.13402;1578.82;2.88097;1049.56;2.0;1.440485
26;500000;0;3.20467;1605.36;2.98937;1051.73;2.0;1.494685
27;500000;0;3.35083;1594.01;3.16256;1032.16;2.0;1.58128
28;500000;0;3.49465;1584.67;3.06774;1103.27;2.0;1.53387
29;500000;0;3.50106;1637.93;3.1412;1115.75;2.0;1.5706
30;500000;0;3.70652;1600.18;3.21796;1126.51;2.0;1.60898
31;500000;0;3.72143;1646.6;3.37666;1109.18;2.0;1.68833
