dataset_size;refinement_steps;total_duration_generate_b;avr_gflops_generate_b;total_duration_density;avr_gflops_density;duration_create_graph;gflops_create_graph;duration_prune_graph;gflops_prune_graph
20000;0;0.0730893;25.9291;0.165749;20.4182;0.341981;28.0717;0.315784;36.9815
40000;0;0.080897;46.8532;0.166145;20.3695;0.355133;108.128;0.321707;72.6012
60000;0;0.107602;52.8374;0.164523;20.5704;0.383103;225.527;0.330584;105.978
80000;0;0.12055;62.8833;0.166383;20.3404;0.406347;378.002;0.341037;136.972
100000;0;0.121147;78.2163;0.1649;20.5234;0.434285;552.632;0.351626;166.06
200000;0;0.183576;103.235;0.163569;20.6904;0.810043;1185.12;0.387028;301.74
400000;0;0.217655;174.142;0.160741;21.0544;2.37553;1616.48;0.455223;513.075
600000;0;0.418179;135.957;0.16344;20.7067;4.98555;1733.01;0.528063;663.453
800000;0;0.307051;246.883;0.163915;20.6467;8.6491;1775.91;0.605776;771.121
1000000;0;0.660375;143.49;0.165651;20.4304;13.3691;1795.19;0.677756;861.531
