dataset_size;refinement_steps;total_duration_generate_b;avr_gflops_generate_b;total_duration_density;avr_gflops_density;duration_create_graph;gflops_create_graph;duration_prune_graph;gflops_prune_graph
20000;0;0.015891;80.5803;0.0305789;124.402;0.0100725;635.393;0.23095;34.5977
40000;0;0.0181418;141.166;0.0131131;290.097;0.0187181;1367.66;0.231319;69.085
60000;0;0.0241455;159.098;0.0137796;276.063;0.0313114;1839.58;0.233986;102.446
80000;0;0.0244072;209.856;0.0132067;288.04;0.0486498;2104.84;0.245617;130.126
100000;0;0.0256578;249.534;0.012526;303.694;0.066421;2408.88;0.240421;166.174
200000;0;0.0527371;242.808;0.0128617;295.766;0.232091;2757.53;0.26247;304.428
400000;0;0.0667494;383.674;0.0134236;283.385;0.801336;3194.67;0.297437;537.279
600000;0;0.111184;345.509;0.0127043;269.487;1.72747;3334.35;0.32174;745.041
800000;0;0.119682;427.969;0.0134502;282.825;2.95196;3468.88;0.370075;863.644
1000000;0;0.155674;411.277;0.0140781;270.21;4.60267;3476.25;0.456749;874.695
