dataset_size;refinement_steps;total_duration_generate_b;avr_gflops_generate_b;total_duration_density;avr_gflops_density;duration_create_graph;gflops_create_graph;duration_prune_graph;gflops_prune_graph
20000;0;0.0357167;53.0603;0.0231663;146.087;0.0147661;650.139;0.241174;48.4221
40000;0;0.052718;71.8973;0.013506;250.578;0.0257651;1490.39;0.251919;92.7137
60000;0;0.0540672;105.155;0.012645;267.639;0.0459745;1879.3;0.26698;131.225
80000;0;0.0640884;118.283;0.0130198;259.935;0.0979963;1567.41;0.269498;173.332
100000;0;0.0766461;123.629;0.0134204;252.175;0.117071;2050.04;0.267706;218.115
200000;0;0.111325;170.234;0.0128119;264.154;0.356876;2690.01;0.27915;418.347
400000;0;0.183912;206.092;0.0127641;265.141;1.27295;3016.62;0.390628;597.918
600000;0;0.244104;232.91;0.011779;287.317;2.76511;3124.65;0.497602;704.066
800000;0;0.321128;236.061;0.0131011;258.323;4.87981;3147.66;0.567551;823.056
1000000;0;0.395413;239.641;0.0129851;260.63;7.60707;3154.96;0.439285;1329.22
