SUBSPACEAUTOTUNETMP_PARALLEL_DATA_POINTS, SUBSPACEAUTOTUNETMP_ENABLE_SUBSPACE_SKIPPING, SUBSPACEAUTOTUNETMP_ENABLE_PARTIAL_RESULT_REUSAGE, SUBSPACEAUTOTUNETMP_UNROLL, SUBSPACEAUTOTUNETMP_VEC_PADDING, SUBSPACEAUTOTUNETMP_LIST_RATIO, duration
128, 0, 1, 0, 4, 0.100000, 0.580141
16, 0, 1, 0, 4, 0.100000, 0.670313
128, 0, 1, 0, 4, 0.100000, 0.552316
128, 0, 0, 0, 4, 0.100000, 1.09823
128, 0, 1, 0, 4, 0.100000, 0.558294
128, 0, 1, 0, 4, 0.100000, 0.541652
128, 0, 1, 0, 4, 0.100000, 0.525716
