SUBSPACEAUTOTUNETMP_PARALLEL_DATA_POINTS, SUBSPACEAUTOTUNETMP_ENABLE_SUBSPACE_SKIPPING, SUBSPACEAUTOTUNETMP_ENABLE_PARTIAL_RESULT_REUSAGE, SUBSPACEAUTOTUNETMP_UNROLL, SUBSPACEAUTOTUNETMP_VEC_PADDING, SUBSPACEAUTOTUNETMP_LIST_RATIO, duration
512, 1, 1, 0, 4, 0.200000, 0.345499
16, 1, 1, 0, 4, 0.200000, 1.19261
512, 0, 1, 0, 4, 0.200000, 0.36709
512, 1, 0, 0, 4, 0.200000, 0.626943
512, 1, 1, 0, 4, 0.200000, 0.363383
512, 1, 1, 0, 4, 0.200000, 0.359261
512, 1, 1, 0, 4, 0.100000, 0.368345
