SUBSPACEAUTOTUNETMP_PARALLEL_DATA_POINTS, SUBSPACEAUTOTUNETMP_ENABLE_SUBSPACE_SKIPPING, SUBSPACEAUTOTUNETMP_ENABLE_PARTIAL_RESULT_REUSAGE, SUBSPACEAUTOTUNETMP_UNROLL, SUBSPACEAUTOTUNETMP_VEC_PADDING, SUBSPACEAUTOTUNETMP_LIST_RATIO, duration
32, 0, 1, 0, 4, 0.200000, 1.59319
16, 0, 1, 0, 4, 0.200000, 1.82562
32, 0, 1, 0, 4, 0.200000, 1.53011
32, 0, 0, 0, 4, 0.200000, 4.09628
32, 0, 1, 0, 4, 0.200000, 1.591
32, 0, 1, 0, 4, 0.200000, 1.5395
32, 0, 1, 0, 4, 0.100000, 1.52878
