SUBSPACEAUTOTUNETMP_PARALLEL_DATA_POINTS, SUBSPACEAUTOTUNETMP_ENABLE_SUBSPACE_SKIPPING, SUBSPACEAUTOTUNETMP_ENABLE_PARTIAL_RESULT_REUSAGE, SUBSPACEAUTOTUNETMP_UNROLL, SUBSPACEAUTOTUNETMP_VEC_PADDING, SUBSPACEAUTOTUNETMP_LIST_RATIO, duration
128, 1, 1, 0, 4, 0.100000, 1.93485
16, 1, 1, 0, 4, 0.100000, 3.02917
128, 0, 1, 0, 4, 0.100000, 1.94218
128, 1, 0, 0, 4, 0.100000, 4.56331
128, 1, 1, 0, 4, 0.100000, 1.99486
128, 1, 1, 0, 4, 0.100000, 2.01935
128, 1, 1, 0, 4, 0.100000, 2.00706
