SUBSPACEAUTOTUNETMP_PARALLEL_DATA_POINTS, SUBSPACEAUTOTUNETMP_ENABLE_SUBSPACE_SKIPPING, SUBSPACEAUTOTUNETMP_ENABLE_PARTIAL_RESULT_REUSAGE, SUBSPACEAUTOTUNETMP_UNROLL, SUBSPACEAUTOTUNETMP_VEC_PADDING, SUBSPACEAUTOTUNETMP_LIST_RATIO, duration
512, 1, 1, 1, 8, 0.200000, 0.267805
16, 1, 1, 1, 8, 0.200000, 0.383393
512, 0, 1, 1, 8, 0.200000, 0.312949
512, 1, 0, 1, 8, 0.200000, 0.539298
512, 1, 1, 0, 4, 0.200000, 0.305467
512, 1, 1, 0, 4, 0.200000, 0.296173
512, 1, 1, 1, 8, 0.100000, 0.291266
