SUBSPACEAUTOTUNETMP_PARALLEL_DATA_POINTS, SUBSPACEAUTOTUNETMP_ENABLE_SUBSPACE_SKIPPING, SUBSPACEAUTOTUNETMP_ENABLE_PARTIAL_RESULT_REUSAGE, SUBSPACEAUTOTUNETMP_UNROLL, SUBSPACEAUTOTUNETMP_VEC_PADDING, SUBSPACEAUTOTUNETMP_LIST_RATIO, duration
512, 1, 1, 0, 4, 0.200000, 3.425
16, 1, 1, 0, 4, 0.200000, 8.11076
512, 0, 1, 0, 4, 0.200000, 3.41878
512, 1, 0, 0, 4, 0.200000, 7.26352
512, 1, 1, 0, 4, 0.200000, 3.35953
512, 1, 1, 0, 4, 0.200000, 3.34988
512, 1, 1, 0, 4, 0.100000, 3.34692
