SUBSPACEAUTOTUNETMP_PARALLEL_DATA_POINTS, SUBSPACEAUTOTUNETMP_ENABLE_SUBSPACE_SKIPPING, SUBSPACEAUTOTUNETMP_ENABLE_PARTIAL_RESULT_REUSAGE, SUBSPACEAUTOTUNETMP_UNROLL, SUBSPACEAUTOTUNETMP_VEC_PADDING, SUBSPACEAUTOTUNETMP_LIST_RATIO, duration
512, 1, 1, 0, 4, 0.300000, 0.609939
16, 1, 1, 0, 4, 0.300000, 1.52093
512, 0, 1, 0, 4, 0.300000, 0.697781
512, 1, 0, 0, 4, 0.300000, 1.17028
512, 1, 1, 0, 4, 0.300000, 0.636033
512, 1, 1, 0, 4, 0.300000, 0.636062
512, 1, 1, 0, 4, 0.100000, 0.656497
