SUBSPACEAUTOTUNETMP_PARALLEL_DATA_POINTS, SUBSPACEAUTOTUNETMP_ENABLE_SUBSPACE_SKIPPING, SUBSPACEAUTOTUNETMP_ENABLE_PARTIAL_RESULT_REUSAGE, SUBSPACEAUTOTUNETMP_UNROLL, SUBSPACEAUTOTUNETMP_VEC_PADDING, SUBSPACEAUTOTUNETMP_LIST_RATIO, duration
128, 1, 1, 0, 4, 0.200000, 1.00009
16, 1, 1, 0, 4, 0.200000, 1.07343
128, 0, 1, 0, 4, 0.200000, 1.01573
128, 1, 0, 0, 4, 0.200000, 2.54165
128, 1, 1, 0, 4, 0.200000, 0.965033
128, 1, 1, 0, 4, 0.200000, 0.975989
128, 1, 1, 0, 4, 0.100000, 0.964652
