SUBSPACEAUTOTUNETMP_PARALLEL_DATA_POINTS, SUBSPACEAUTOTUNETMP_ENABLE_SUBSPACE_SKIPPING, SUBSPACEAUTOTUNETMP_ENABLE_PARTIAL_RESULT_REUSAGE, SUBSPACEAUTOTUNETMP_UNROLL, SUBSPACEAUTOTUNETMP_VEC_PADDING, SUBSPACEAUTOTUNETMP_LIST_RATIO, duration
64, 0, 1, 0, 4, 0.100000, 0.96034
16, 0, 1, 0, 4, 0.100000, 1.14309
64, 0, 1, 0, 4, 0.100000, 0.953216
64, 0, 0, 0, 4, 0.100000, 2.63316
64, 0, 1, 0, 4, 0.100000, 0.981218
64, 0, 1, 0, 4, 0.100000, 0.939335
64, 0, 1, 0, 4, 0.100000, 0.988004
