SUBSPACEAUTOTUNETMP_PARALLEL_DATA_POINTS, SUBSPACEAUTOTUNETMP_ENABLE_SUBSPACE_SKIPPING, SUBSPACEAUTOTUNETMP_ENABLE_PARTIAL_RESULT_REUSAGE, SUBSPACEAUTOTUNETMP_UNROLL, SUBSPACEAUTOTUNETMP_VEC_PADDING, SUBSPACEAUTOTUNETMP_LIST_RATIO, duration
512, 1, 1, 1, 8, 0.200000, 3.02869
16, 1, 1, 1, 8, 0.200000, 5.71116
512, 0, 1, 1, 8, 0.200000, 2.94244
512, 1, 0, 1, 8, 0.200000, 6.12835
512, 1, 1, 0, 4, 0.200000, 2.99347
512, 1, 1, 0, 4, 0.200000, 2.99896
512, 1, 1, 1, 8, 0.100000, 2.95964
